weather_id,city_id,date,hour,condition,temperature_c
1505,3,2024-01-23,12,clear,30.7
1506,3,2024-01-23,19,clear,22.3
1507,3,2024-01-24,12,clear,38.6
1508,3,2024-01-24,19,heatwave,35.8
1509,3,2024-01-25,12,rain,27.9
1510,3,2024-01-25,19,clear,30.2
1511,3,2024-01-26,12,clear,34.1
1512,3,2024-01-26,19,clear,26.6
1513,3,2024-01-27,12,clear,27.7
1514,3,2024-01-27,19,heatwave,32.4
1515,3,2024-01-28,12,rain,33.2
1516,3,2024-01-28,19,rain,30.4
1517,3,2024-01-29,12,heatwave,22.4
1518,3,2024-01-29,19,clear,17.9
1519,3,2024-01-30,12,clear,28.5
1520,3,2024-01-30,19,clear,30.9
1521,3,2024-01-31,12,clear,18.8
1522,3,2024-01-31,19,clear,34.8
1523,3,2024-02-01,12,clear,33.9
1524,3,2024-02-01,19,clear,24.4
1525,3,2024-02-02,12,clear,33.9
1526,3,2024-02-02,19,clear,24.9
1527,3,2024-02-03,12,clear,26.7
1528,3,2024-02-03,19,clear,34.2
1529,3,2024-02-04,12,clear,39.2
1530,3,2024-02-04,19,heavy_rain,25.2
1531,3,2024-02-05,12,clear,36.7
1532,3,2024-02-05,19,clear,38.4
1533,3,2024-02-06,12,clear,27.9
1534,3,2024-02-06,19,clear,30.7
1535,3,2024-02-07,12,clear,33.3
1536,3,2024-02-07,19,clear,22.6
1537,3,2024-02-08,12,clear,29.4
1538,3,2024-02-08,19,clear,32.5
1539,3,2024-02-09,12,clear,25.8
1540,3,2024-02-09,19,clear,30.1
1541,3,2024-02-10,12,clear,25.6
1542,3,2024-02-10,19,clear,31.8
1543,3,2024-02-11,12,clear,17.6
1544,3,2024-02-11,19,clear,23.8
1545,3,2024-02-12,12,clear,29.4
1546,3,2024-02-12,19,clear,34.4
1547,3,2024-02-13,12,clear,28.9
1548,3,2024-02-13,19,clear,27.3
1549,3,2024-02-14,12,clear,35.3
1550,3,2024-02-14,19,clear,41.6
1551,3,2024-02-15,12,clear,29.0
1552,3,2024-02-15,19,clear,35.1
1553,3,2024-02-16,12,clear,23.0
1554,3,2024-02-16,19,clear,34.4
1555,3,2024-02-17,12,clear,30.5
1556,3,2024-02-17,19,rain,25.7
1557,3,2024-02-18,12,clear,29.8
1558,3,2024-02-18,19,clear,31.2
1559,3,2024-02-19,12,clear,26.7
1560,3,2024-02-19,19,rain,29.8
1561,3,2024-02-20,12,rain,26.3
1562,3,2024-02-20,19,clear,25.5
1563,3,2024-02-21,12,clear,33.5
1564,3,2024-02-21,19,heavy_rain,30.4
1565,3,2024-02-22,12,clear,28.7
1566,3,2024-02-22,19,heavy_rain,34.7
1567,3,2024-02-23,12,clear,31.0
1568,3,2024-02-23,19,clear,29.3
1569,3,2024-02-24,12,clear,20.4
1570,3,2024-02-24,19,clear,23.2
1571,3,2024-02-25,12,clear,29.7
1572,3,2024-02-25,19,clear,35.7
1573,3,2024-02-26,12,clear,31.6
1574,3,2024-02-26,19,clear,31.9
1575,3,2024-02-27,12,clear,34.8
1576,3,2024-02-27,19,clear,13.0
1577,3,2024-02-28,12,clear,36.5
1578,3,2024-02-28,19,clear,34.8
1579,3,2024-02-29,12,clear,25.3
1580,3,2024-02-29,19,clear,25.3
1581,3,2024-03-01,12,clear,25.6
1582,3,2024-03-01,19,clear,27.1
1583,3,2024-03-02,12,clear,35.9
1584,3,2024-03-02,19,clear,22.8
1585,3,2024-03-03,12,clear,27.6
1586,3,2024-03-03,19,clear,31.2
1587,3,2024-03-04,12,clear,27.5
1588,3,2024-03-04,19,clear,24.9
1589,3,2024-03-05,12,clear,33.0
1590,3,2024-03-05,19,clear,24.7
1591,3,2024-03-06,12,clear,36.0
1592,3,2024-03-06,19,clear,25.3
1593,3,2024-03-07,12,clear,31.9
1594,3,2024-03-07,19,clear,37.9
1595,3,2024-03-08,12,clear,28.0
1596,3,2024-03-08,19,clear,34.4
1597,3,2024-03-09,12,clear,28.9
1598,3,2024-03-09,19,clear,26.7
1599,3,2024-03-10,12,clear,32.4
1600,3,2024-03-10,19,clear,25.2
1601,3,2024-03-11,12,rain,25.2
1602,3,2024-03-11,19,clear,41.4
1603,3,2024-03-12,12,clear,34.2
1604,3,2024-03-12,19,clear,37.0
1605,3,2024-03-13,12,clear,30.0
1606,3,2024-03-13,19,clear,38.3
1607,3,2024-03-14,12,clear,25.2
1608,3,2024-03-14,19,heatwave,33.7
1609,3,2024-03-15,12,clear,23.1
1610,3,2024-03-15,19,clear,33.0
1611,3,2024-03-16,12,clear,34.8
1612,3,2024-03-16,19,clear,27.0
1613,3,2024-03-17,12,heavy_rain,34.1
1614,3,2024-03-17,19,heatwave,38.9
1615,3,2024-03-18,12,clear,31.1
1616,3,2024-03-18,19,heatwave,29.2
1617,3,2024-03-19,12,clear,21.0
1618,3,2024-03-19,19,clear,30.2
1619,3,2024-03-20,12,clear,26.3
1620,3,2024-03-20,19,clear,32.3
1621,3,2024-03-21,12,clear,31.5
1622,3,2024-03-21,19,heatwave,31.7
1623,3,2024-03-22,12,heavy_rain,33.1
1624,3,2024-03-22,19,rain,28.6
1625,3,2024-03-23,12,clear,33.1
1626,3,2024-03-23,19,clear,38.3
1627,3,2024-03-24,12,clear,35.7
1628,3,2024-03-24,19,rain,39.4
1629,3,2024-03-25,12,clear,29.6
1630,3,2024-03-25,19,clear,20.9
1631,3,2024-03-26,12,clear,32.8
1632,3,2024-03-26,19,clear,29.4
1633,3,2024-03-27,12,clear,30.0
1634,3,2024-03-27,19,heavy_rain,29.4
1635,3,2024-03-28,12,rain,33.2
1636,3,2024-03-28,19,clear,32.3
1637,3,2024-03-29,12,clear,37.7
1638,3,2024-03-29,19,clear,35.4
1639,3,2024-03-30,12,clear,28.7
1640,3,2024-03-30,19,clear,37.2
1641,3,2024-03-31,12,clear,25.9
1642,3,2024-03-31,19,clear,27.3
1643,3,2024-04-01,12,heatwave,28.3
1644,3,2024-04-01,19,clear,36.4
1645,3,2024-04-02,12,clear,32.5
1646,3,2024-04-02,19,clear,28.5
1647,3,2024-04-03,12,clear,35.3
1648,3,2024-04-03,19,clear,30.1
1649,3,2024-04-04,12,clear,19.2
1650,3,2024-04-04,19,clear,28.6
1651,3,2024-04-05,12,clear,32.2
1652,3,2024-04-05,19,clear,32.8
1653,3,2024-04-06,12,clear,30.8
1654,3,2024-04-06,19,clear,25.2
1655,3,2024-04-07,12,heatwave,43.1
1656,3,2024-04-07,19,clear,37.6
1657,3,2024-04-08,12,clear,22.9
1658,3,2024-04-08,19,clear,27.0
1659,3,2024-04-09,12,clear,38.8
1660,3,2024-04-09,19,clear,30.1
1661,3,2024-04-10,12,clear,28.1
1662,3,2024-04-10,19,clear,28.5
1663,3,2024-04-11,12,clear,32.4
1664,3,2024-04-11,19,clear,25.8
1665,3,2024-04-12,12,rain,25.9
1666,3,2024-04-12,19,clear,31.9
1667,3,2024-04-13,12,clear,28.0
1668,3,2024-04-13,19,clear,35.9
1669,3,2024-04-14,12,clear,35.4
1670,3,2024-04-14,19,clear,34.5
1671,3,2024-04-15,12,clear,25.0
1672,3,2024-04-15,19,clear,31.1
1673,3,2024-04-16,12,clear,24.5
1674,3,2024-04-16,19,clear,25.7
1675,3,2024-04-17,12,clear,31.1
1676,3,2024-04-17,19,heatwave,37.0
1677,3,2024-04-18,12,heatwave,31.5
1678,3,2024-04-18,19,clear,28.7
1679,3,2024-04-19,12,clear,31.2
1680,3,2024-04-19,19,clear,19.2
1681,3,2024-04-20,12,clear,32.3
1682,3,2024-04-20,19,heavy_rain,32.9
1683,3,2024-04-21,12,clear,24.5
1684,3,2024-04-21,19,rain,31.9
1685,3,2024-04-22,12,clear,32.7
1686,3,2024-04-22,19,clear,19.2
1687,3,2024-04-23,12,clear,25.8
1688,3,2024-04-23,19,clear,34.2
1689,3,2024-04-24,12,clear,22.3
1690,3,2024-04-24,19,clear,29.6
1691,3,2024-04-25,12,clear,27.8
1692,3,2024-04-25,19,clear,26.4
1693,3,2024-04-26,12,clear,32.8
1694,3,2024-04-26,19,clear,36.1
1695,3,2024-04-27,12,clear,36.1
1696,3,2024-04-27,19,clear,36.5
1697,3,2024-04-28,12,clear,31.6
1698,3,2024-04-28,19,clear,30.7
1699,3,2024-04-29,12,heatwave,35.4
1700,3,2024-04-29,19,clear,22.2
1701,3,2024-04-30,12,clear,37.8
1702,3,2024-04-30,19,clear,27.8
1703,3,2024-05-01,12,clear,29.9
1704,3,2024-05-01,19,clear,29.5
1705,3,2024-05-02,12,clear,27.9
1706,3,2024-05-02,19,heatwave,27.8
1707,3,2024-05-03,12,clear,32.9
1708,3,2024-05-03,19,clear,30.7
1709,3,2024-05-04,12,clear,25.1
1710,3,2024-05-04,19,clear,29.4
1711,3,2024-05-05,12,clear,33.4
1712,3,2024-05-05,19,clear,30.4
1713,3,2024-05-06,12,rain,29.2
1714,3,2024-05-06,19,clear,35.2
1715,3,2024-05-07,12,clear,30.6
1716,3,2024-05-07,19,clear,25.8
1717,3,2024-05-08,12,clear,27.5
1718,3,2024-05-08,19,clear,32.2
1719,3,2024-05-09,12,clear,32.1
1720,3,2024-05-09,19,clear,25.1
1721,3,2024-05-10,12,rain,35.7
1722,3,2024-05-10,19,clear,39.5
1723,3,2024-05-11,12,clear,36.1
1724,3,2024-05-11,19,rain,30.6
1725,3,2024-05-12,12,clear,26.1
1726,3,2024-05-12,19,clear,33.1
1727,3,2024-05-13,12,clear,27.8
1728,3,2024-05-13,19,clear,23.9
1729,3,2024-05-14,12,clear,28.6
1730,3,2024-05-14,19,clear,37.6
1731,3,2024-05-15,12,clear,31.2
1732,3,2024-05-15,19,clear,30.0
1733,3,2024-05-16,12,clear,20.5
1734,3,2024-05-16,19,clear,25.7
1735,3,2024-05-17,12,clear,26.0
1736,3,2024-05-17,19,clear,34.0
1737,3,2024-05-18,12,clear,27.8
1738,3,2024-05-18,19,clear,35.9
1739,3,2024-05-19,12,clear,23.7
1740,3,2024-05-19,19,clear,28.8
1741,3,2024-05-20,12,clear,31.7
1742,3,2024-05-20,19,clear,36.4
1743,3,2024-05-21,12,clear,24.1
1744,3,2024-05-21,19,clear,33.9
1745,3,2024-05-22,12,clear,31.9
1746,3,2024-05-22,19,clear,33.1
1747,3,2024-05-23,12,clear,30.5
1748,3,2024-05-23,19,clear,30.9
1749,3,2024-05-24,12,clear,28.2
1750,3,2024-05-24,19,heatwave,33.4
1751,3,2024-05-25,12,clear,28.5
1752,3,2024-05-25,19,clear,27.9
1753,3,2024-05-26,12,heatwave,30.3
1754,3,2024-05-26,19,clear,30.3
1755,3,2024-05-27,12,clear,25.1
1756,3,2024-05-27,19,clear,31.4
1757,3,2024-05-28,12,clear,26.3
1758,3,2024-05-28,19,clear,33.1
1759,3,2024-05-29,12,clear,32.0
1760,3,2024-05-29,19,clear,32.2
1761,3,2024-05-30,12,clear,31.6
1762,3,2024-05-30,19,clear,26.9
1763,3,2024-05-31,12,clear,30.5
1764,3,2024-05-31,19,clear,35.6
1765,3,2024-06-01,12,clear,25.4
1766,3,2024-06-01,19,clear,28.2
1767,3,2024-06-02,12,clear,34.6
1768,3,2024-06-02,19,clear,25.4
1769,3,2024-06-03,12,clear,30.4
1770,3,2024-06-03,19,clear,28.9
1771,3,2024-06-04,12,clear,30.5
1772,3,2024-06-04,19,heavy_rain,25.2
1773,3,2024-06-05,12,clear,32.6
1774,3,2024-06-05,19,clear,28.0
1775,3,2024-06-06,12,clear,28.7
1776,3,2024-06-06,19,rain,29.7
1777,3,2024-06-07,12,clear,41.8
1778,3,2024-06-07,19,clear,35.9
1779,3,2024-06-08,12,clear,21.2
1780,3,2024-06-08,19,clear,27.5
1781,3,2024-06-09,12,rain,34.6
1782,3,2024-06-09,19,heavy_rain,26.0
1783,3,2024-06-10,12,rain,33.1
1784,3,2024-06-10,19,clear,33.7
1785,3,2024-06-11,12,clear,20.5
1786,3,2024-06-11,19,rain,27.0
1787,3,2024-06-12,12,clear,27.8
1788,3,2024-06-12,19,clear,32.8
1789,3,2024-06-13,12,clear,32.2
1790,3,2024-06-13,19,clear,31.2
1791,3,2024-06-14,12,rain,26.3
1792,3,2024-06-14,19,heavy_rain,37.6
1793,3,2024-06-15,12,rain,25.3
1794,3,2024-06-15,19,heatwave,25.2
1795,3,2024-06-16,12,rain,31.4
1796,3,2024-06-16,19,clear,23.9
1797,3,2024-06-17,12,rain,30.3
1798,3,2024-06-17,19,rain,21.8
1799,3,2024-06-18,12,rain,28.5
1800,3,2024-06-18,19,clear,25.7
1801,3,2024-06-19,12,rain,24.8
1802,3,2024-06-19,19,clear,31.4
1803,3,2024-06-20,12,clear,22.8
1804,3,2024-06-20,19,rain,37.8
1805,3,2024-06-21,12,rain,33.0
1806,3,2024-06-21,19,clear,25.3
1807,3,2024-06-22,12,rain,24.4
1808,3,2024-06-22,19,clear,28.4
1809,3,2024-06-23,12,heavy_rain,34.7
1810,3,2024-06-23,19,heavy_rain,26.1
1811,3,2024-06-24,12,heavy_rain,23.6
1812,3,2024-06-24,19,heatwave,20.5
1813,3,2024-06-25,12,clear,28.1
1814,3,2024-06-25,19,clear,41.1
1815,3,2024-06-26,12,clear,34.0
1816,3,2024-06-26,19,clear,31.9
1817,3,2024-06-27,12,rain,32.2
1818,3,2024-06-27,19,clear,27.3
1819,3,2024-06-28,12,clear,29.4
1820,3,2024-06-28,19,clear,26.9
1821,3,2024-06-29,12,rain,39.7
1822,3,2024-06-29,19,clear,27.8
1823,3,2024-06-30,12,rain,30.5
1824,3,2024-06-30,19,clear,43.2
1825,3,2024-07-01,12,clear,38.4
1826,3,2024-07-01,19,clear,28.3
1827,3,2024-07-02,12,clear,31.5
1828,3,2024-07-02,19,clear,29.8
1829,3,2024-07-03,12,clear,29.1
1830,3,2024-07-03,19,rain,38.8
1831,3,2024-07-04,12,clear,24.8
1832,3,2024-07-04,19,heatwave,26.9
1833,3,2024-07-05,12,clear,22.2
1834,3,2024-07-05,19,clear,31.4
1835,3,2024-07-06,12,clear,30.6
1836,3,2024-07-06,19,rain,27.9
1837,3,2024-07-07,12,rain,30.0
1838,3,2024-07-07,19,rain,26.7
1839,3,2024-07-08,12,clear,25.1
1840,3,2024-07-08,19,heatwave,33.9
1841,3,2024-07-09,12,clear,37.2
1842,3,2024-07-09,19,clear,22.9
1843,3,2024-07-10,12,clear,25.7
1844,3,2024-07-10,19,rain,32.3
1845,3,2024-07-11,12,clear,31.5
1846,3,2024-07-11,19,clear,28.8
1847,3,2024-07-12,12,clear,31.8
1848,3,2024-07-12,19,heavy_rain,26.0
1849,3,2024-07-13,12,clear,35.2
1850,3,2024-07-13,19,clear,27.6
1851,3,2024-07-14,12,clear,25.8
1852,3,2024-07-14,19,rain,37.6
1853,3,2024-07-15,12,clear,30.8
1854,3,2024-07-15,19,rain,28.0
1855,3,2024-07-16,12,clear,23.4
1856,3,2024-07-16,19,clear,25.1
1857,3,2024-07-17,12,clear,31.7
1858,3,2024-07-17,19,clear,42.3
1859,3,2024-07-18,12,rain,24.5
1860,3,2024-07-18,19,rain,33.6
1861,3,2024-07-19,12,clear,25.9
1862,3,2024-07-19,19,clear,31.3
1863,3,2024-07-20,12,heatwave,33.0
1864,3,2024-07-20,19,clear,33.7
1865,3,2024-07-21,12,heavy_rain,21.0
1866,3,2024-07-21,19,clear,35.1
1867,3,2024-07-22,12,clear,29.7
1868,3,2024-07-22,19,clear,24.9
1869,3,2024-07-23,12,clear,32.2
1870,3,2024-07-23,19,heavy_rain,31.6
1871,3,2024-07-24,12,clear,30.2
1872,3,2024-07-24,19,rain,39.5
1873,3,2024-07-25,12,clear,27.7
1874,3,2024-07-25,19,rain,21.3
1875,3,2024-07-26,12,clear,35.7
1876,3,2024-07-26,19,clear,31.3
1877,3,2024-07-27,12,clear,28.2
1878,3,2024-07-27,19,heavy_rain,27.3
1879,3,2024-07-28,12,rain,32.3
1880,3,2024-07-28,19,heatwave,23.7
1881,3,2024-07-29,12,heavy_rain,30.1
1882,3,2024-07-29,19,clear,31.8
1883,3,2024-07-30,12,rain,38.0
1884,3,2024-07-30,19,rain,28.3
1885,3,2024-07-31,12,clear,26.0
1886,3,2024-07-31,19,rain,36.0
1887,3,2024-08-01,12,clear,25.5
1888,3,2024-08-01,19,heavy_rain,31.9
1889,3,2024-08-02,12,heavy_rain,30.7
1890,3,2024-08-02,19,clear,31.7
1891,3,2024-08-03,12,rain,32.1
1892,3,2024-08-03,19,clear,35.3
1893,3,2024-08-04,12,clear,28.0
1894,3,2024-08-04,19,clear,25.2
1895,3,2024-08-05,12,clear,30.7
1896,3,2024-08-05,19,clear,36.1
1897,3,2024-08-06,12,clear,25.6
1898,3,2024-08-06,19,clear,35.2
1899,3,2024-08-07,12,rain,36.8
1900,3,2024-08-07,19,clear,34.3
1901,3,2024-08-08,12,clear,28.8
1902,3,2024-08-08,19,heatwave,26.0
1903,3,2024-08-09,12,clear,20.7
1904,3,2024-08-09,19,clear,31.5
1905,3,2024-08-10,12,rain,37.6
1906,3,2024-08-10,19,rain,35.6
1907,3,2024-08-11,12,clear,35.6
1908,3,2024-08-11,19,clear,24.1
1909,3,2024-08-12,12,clear,35.2
1910,3,2024-08-12,19,clear,28.7
1911,3,2024-08-13,12,clear,28.0
1912,3,2024-08-13,19,rain,27.0
1913,3,2024-08-14,12,clear,21.3
1914,3,2024-08-14,19,rain,23.5
1915,3,2024-08-15,12,heavy_rain,35.1
1916,3,2024-08-15,19,clear,34.4
1917,3,2024-08-16,12,clear,23.6
1918,3,2024-08-16,19,rain,26.0
1919,3,2024-08-17,12,clear,22.4
1920,3,2024-08-17,19,clear,27.2
1921,3,2024-08-18,12,rain,28.7
1922,3,2024-08-18,19,clear,27.3
1923,3,2024-08-19,12,clear,32.4
1924,3,2024-08-19,19,heavy_rain,40.1
1925,3,2024-08-20,12,rain,27.8
1926,3,2024-08-20,19,rain,29.9
1927,3,2024-08-21,12,clear,14.2
1928,3,2024-08-21,19,rain,33.2
1929,3,2024-08-22,12,rain,22.2
1930,3,2024-08-22,19,heatwave,30.8
1931,3,2024-08-23,12,clear,26.1
1932,3,2024-08-23,19,rain,25.0
1933,3,2024-08-24,12,clear,28.7
1934,3,2024-08-24,19,heavy_rain,34.4
1935,3,2024-08-25,12,clear,24.2
1936,3,2024-08-25,19,clear,34.9
1937,3,2024-08-26,12,clear,37.1
1938,3,2024-08-26,19,rain,20.6
1939,3,2024-08-27,12,clear,28.7
1940,3,2024-08-27,19,clear,25.9
1941,3,2024-08-28,12,rain,25.3
1942,3,2024-08-28,19,heatwave,36.7
1943,3,2024-08-29,12,clear,24.0
1944,3,2024-08-29,19,rain,24.7
1945,3,2024-08-30,12,clear,29.3
1946,3,2024-08-30,19,clear,34.9
1947,3,2024-08-31,12,heavy_rain,13.8
1948,3,2024-08-31,19,rain,30.5
1949,3,2024-09-01,12,clear,30.1
1950,3,2024-09-01,19,heavy_rain,30.0
1951,3,2024-09-02,12,clear,32.7
1952,3,2024-09-02,19,clear,31.6
1953,3,2024-09-03,12,clear,23.6
1954,3,2024-09-03,19,clear,32.1
1955,3,2024-09-04,12,clear,31.6
1956,3,2024-09-04,19,clear,36.9
1957,3,2024-09-05,12,heavy_rain,34.6
1958,3,2024-09-05,19,clear,20.0
1959,3,2024-09-06,12,heatwave,31.7
1960,3,2024-09-06,19,heavy_rain,36.7
1961,3,2024-09-07,12,clear,41.2
1962,3,2024-09-07,19,clear,27.0
1963,3,2024-09-08,12,clear,26.2
1964,3,2024-09-08,19,clear,39.0
1965,3,2024-09-09,12,rain,49.3
1966,3,2024-09-09,19,clear,24.8
1967,3,2024-09-10,12,heavy_rain,32.6
1968,3,2024-09-10,19,rain,34.1
1969,3,2024-09-11,12,clear,24.5
1970,3,2024-09-11,19,clear,29.0
1971,3,2024-09-12,12,clear,36.6
1972,3,2024-09-12,19,clear,28.2
1973,3,2024-09-13,12,clear,35.8
1974,3,2024-09-13,19,clear,26.0
1975,3,2024-09-14,12,clear,28.6
1976,3,2024-09-14,19,heatwave,38.5
1977,3,2024-09-15,12,clear,27.4
1978,3,2024-09-15,19,heavy_rain,29.5
1979,3,2024-09-16,12,clear,30.0
1980,3,2024-09-16,19,clear,24.5
1981,3,2024-09-17,12,clear,18.7
1982,3,2024-09-17,19,rain,22.0
1983,3,2024-09-18,12,clear,28.5
1984,3,2024-09-18,19,clear,27.2
1985,3,2024-09-19,12,clear,31.7
1986,3,2024-09-19,19,clear,22.3
1987,3,2024-09-20,12,rain,34.6
1988,3,2024-09-20,19,clear,29.9
1989,3,2024-09-21,12,clear,32.7
1990,3,2024-09-21,19,clear,27.6
1991,3,2024-09-22,12,clear,31.3
1992,3,2024-09-22,19,clear,36.7
1993,3,2024-09-23,12,heavy_rain,37.2
1994,3,2024-09-23,19,clear,27.9
1995,3,2024-09-24,12,clear,30.7
1996,3,2024-09-24,19,clear,27.8
1997,3,2024-09-25,12,clear,29.7
1998,3,2024-09-25,19,rain,31.5
1999,3,2024-09-26,12,clear,32.5
2000,3,2024-09-26,19,rain,31.6
2001,3,2024-09-27,12,heavy_rain,35.7
2002,3,2024-09-27,19,clear,28.2
2003,3,2024-09-28,12,clear,25.7
2004,3,2024-09-28,19,rain,36.2
2005,3,2024-09-29,12,heavy_rain,24.7
2006,3,2024-09-29,19,clear,36.1
2007,3,2024-09-30,12,clear,25.3
2008,3,2024-09-30,19,clear,32.6
2009,3,2024-10-01,12,clear,26.8
2010,3,2024-10-01,19,clear,31.3
2011,3,2024-10-02,12,clear,37.0
2012,3,2024-10-02,19,clear,32.0
2013,3,2024-10-03,12,clear,31.8
2014,3,2024-10-03,19,clear,34.7
2015,3,2024-10-04,12,clear,41.2
2016,3,2024-10-04,19,clear,33.6
2017,3,2024-10-05,12,clear,27.7
2018,3,2024-10-05,19,clear,38.4
2019,3,2024-10-06,12,rain,27.8
2020,3,2024-10-06,19,clear,23.5
2021,3,2024-10-07,12,clear,27.2
2022,3,2024-10-07,19,clear,29.8
2023,3,2024-10-08,12,clear,25.8
2024,3,2024-10-08,19,clear,23.1
2025,3,2024-10-09,12,clear,30.4
2026,3,2024-10-09,19,clear,31.5
2027,3,2024-10-10,12,clear,35.8
2028,3,2024-10-10,19,clear,23.0
2029,3,2024-10-11,12,clear,34.8
2030,3,2024-10-11,19,clear,28.5
2031,3,2024-10-12,12,clear,22.5
2032,3,2024-10-12,19,clear,35.4
2033,3,2024-10-13,12,clear,35.2
2034,3,2024-10-13,19,clear,34.1
2035,3,2024-10-14,12,clear,25.8
2036,3,2024-10-14,19,clear,29.9
2037,3,2024-10-15,12,clear,29.4
2038,3,2024-10-15,19,clear,29.5
2039,3,2024-10-16,12,clear,31.4
2040,3,2024-10-16,19,clear,37.3
2041,3,2024-10-17,12,clear,25.0
2042,3,2024-10-17,19,clear,28.2
2043,3,2024-10-18,12,clear,23.5
2044,3,2024-10-18,19,clear,33.6
2045,3,2024-10-19,12,clear,34.2
2046,3,2024-10-19,19,clear,23.4
2047,3,2024-10-20,12,clear,33.2
2048,3,2024-10-20,19,clear,26.3
2049,3,2024-10-21,12,clear,23.9
2050,3,2024-10-21,19,clear,18.0
2051,3,2024-10-22,12,clear,30.9
2052,3,2024-10-22,19,clear,19.6
2053,3,2024-10-23,12,clear,26.9
2054,3,2024-10-23,19,clear,35.1
2055,3,2024-10-24,12,clear,27.4
2056,3,2024-10-24,19,clear,14.1
2057,3,2024-10-25,12,clear,37.8
2058,3,2024-10-25,19,clear,28.4
2059,3,2024-10-26,12,clear,34.8
2060,3,2024-10-26,19,clear,30.5
2061,3,2024-10-27,12,clear,35.4
2062,3,2024-10-27,19,clear,32.5
2063,3,2024-10-28,12,clear,25.5
2064,3,2024-10-28,19,clear,34.2
2065,3,2024-10-29,12,clear,28.2
2066,3,2024-10-29,19,clear,29.6
2067,3,2024-10-30,12,clear,35.1
2068,3,2024-10-30,19,clear,29.5
2069,3,2024-10-31,12,clear,21.8
2070,3,2024-10-31,19,clear,27.9
2071,3,2024-11-01,12,clear,30.2
2072,3,2024-11-01,19,clear,25.7
2073,3,2024-11-02,12,clear,34.9
2074,3,2024-11-02,19,clear,31.1
2075,3,2024-11-03,12,clear,29.6
2076,3,2024-11-03,19,clear,29.2
2077,3,2024-11-04,12,clear,25.6
2078,3,2024-11-04,19,clear,18.2
2079,3,2024-11-05,12,clear,21.2
2080,3,2024-11-05,19,clear,29.7
2081,3,2024-11-06,12,clear,32.1
2082,3,2024-11-06,19,clear,37.0
2083,3,2024-11-07,12,clear,22.9
2084,3,2024-11-07,19,rain,37.4
2085,3,2024-11-08,12,clear,30.2
2086,3,2024-11-08,19,clear,36.5
2087,3,2024-11-09,12,clear,28.0
2088,3,2024-11-09,19,clear,24.1
2089,3,2024-11-10,12,clear,29.8
2090,3,2024-11-10,19,clear,29.3
2091,3,2024-11-11,12,clear,27.3
2092,3,2024-11-11,19,clear,34.6
2093,3,2024-11-12,12,clear,35.5
2094,3,2024-11-12,19,clear,27.3
2095,3,2024-11-13,12,clear,33.1
2096,3,2024-11-13,19,clear,36.4
2097,3,2024-11-14,12,clear,37.2
2098,3,2024-11-14,19,clear,27.0
2099,3,2024-11-15,12,clear,25.3
2100,3,2024-11-15,19,clear,30.3
2101,3,2024-11-16,12,clear,21.7
2102,3,2024-11-16,19,clear,22.0
2103,3,2024-11-17,12,clear,24.6
2104,3,2024-11-17,19,rain,30.4
2105,3,2024-11-18,12,clear,25.5
2106,3,2024-11-18,19,clear,37.6
2107,3,2024-11-19,12,clear,31.3
2108,3,2024-11-19,19,clear,28.7
2109,3,2024-11-20,12,clear,34.1
2110,3,2024-11-20,19,heatwave,30.9
2111,3,2024-11-21,12,heatwave,24.0
2112,3,2024-11-21,19,clear,26.0
2113,3,2024-11-22,12,clear,27.4
2114,3,2024-11-22,19,clear,27.0
2115,3,2024-11-23,12,clear,25.1
2116,3,2024-11-23,19,clear,29.5
2117,3,2024-11-24,12,clear,36.8
2118,3,2024-11-24,19,clear,25.7
2119,3,2024-11-25,12,clear,25.7
2120,3,2024-11-25,19,clear,33.3
2121,3,2024-11-26,12,clear,24.5
2122,3,2024-11-26,19,rain,30.7
2123,3,2024-11-27,12,heatwave,24.1
2124,3,2024-11-27,19,heatwave,25.0
2125,3,2024-11-28,12,clear,33.1
2126,3,2024-11-28,19,clear,28.9
2127,3,2024-11-29,12,clear,26.0
2128,3,2024-11-29,19,clear,24.7
2129,3,2024-11-30,12,clear,34.0
2130,3,2024-11-30,19,clear,26.6
2131,3,2024-12-01,12,rain,45.4
2132,3,2024-12-01,19,clear,22.1
2133,3,2024-12-02,12,clear,34.1
2134,3,2024-12-02,19,clear,31.7
2135,3,2024-12-03,12,heavy_rain,23.7
2136,3,2024-12-03,19,clear,37.7
2137,3,2024-12-04,12,clear,28.9
2138,3,2024-12-04,19,clear,34.9
2139,3,2024-12-05,12,clear,18.9
2140,3,2024-12-05,19,clear,32.6
2141,3,2024-12-06,12,clear,36.6
2142,3,2024-12-06,19,clear,31.6
2143,3,2024-12-07,12,clear,25.4
2144,3,2024-12-07,19,clear,24.9
2145,3,2024-12-08,12,heatwave,39.1
2146,3,2024-12-08,19,clear,31.8
2147,3,2024-12-09,12,clear,37.1
2148,3,2024-12-09,19,clear,31.5
2149,3,2024-12-10,12,clear,32.7
2150,3,2024-12-10,19,clear,27.6
2151,3,2024-12-11,12,clear,30.2
2152,3,2024-12-11,19,clear,24.3
2153,3,2024-12-12,12,clear,25.8
2154,3,2024-12-12,19,clear,41.7
2155,3,2024-12-13,12,clear,36.6
2156,3,2024-12-13,19,clear,30.7
2157,3,2024-12-14,12,clear,32.1
2158,3,2024-12-14,19,clear,28.2
2159,3,2024-12-15,12,rain,31.7
2160,3,2024-12-15,19,clear,26.9
