payment_id,order_id,payment_method,amount,payment_status,failure_reason,processed_at
13767,13767,upi,452.81,success,,2024-08-10 20:21:50
13768,13768,card,301.72,success,,2024-12-30 20:03:21
13769,13769,upi,543.24,success,,2024-12-30 20:08:10
13770,13770,card,319.84,success,,2024-12-28 13:07:56
13771,13771,wallet,304.97,success,,2024-12-23 21:19:50
13772,13772,upi,477.17,success,,2024-07-20 20:56:11
13773,13773,upi,465.18,success,,2024-10-25 21:27:35
13774,13774,wallet,321.32,failed,bank_decline,2024-11-17 19:14:12
13775,13775,wallet,218.51,success,,2024-08-30 12:09:15
13776,13776,upi,292.99,success,,2024-11-16 19:39:11
13777,13777,upi,556.62,success,,2024-10-15 12:36:53
13778,13778,wallet,409.82,success,,2024-08-01 21:42:15
13779,13779,upi,396.07,success,,2024-08-05 13:36:10
13780,13780,card,289.62,success,,2024-10-14 21:06:47
13781,13781,cod,325.28,success,,2024-06-28 19:28:20
13782,13782,upi,314.76,success,,2024-12-01 12:06:25
13783,13783,wallet,226.65,success,,2024-11-03 12:45:28
13784,13784,upi,275.38,success,,2024-11-20 21:37:05
13785,13785,upi,351.01,success,,2024-12-11 13:55:18
13786,13786,cod,354.86,success,,2024-10-02 21:49:18
13787,13787,upi,477.16,success,,2024-06-25 19:23:17
13788,13788,upi,297.78,success,,2024-11-10 20:16:28
13789,13789,wallet,220.71,refunded,,2024-11-10 21:06:30
13790,13790,wallet,345.21,success,,2024-05-06 20:40:38
13791,13791,wallet,280.66,refunded,,2024-12-22 19:30:51
13792,13792,card,326.9,success,,2024-07-17 12:44:17
13793,13793,upi,315.88,success,,2024-12-30 12:06:34
13794,13794,upi,302.86,success,,2024-10-08 20:41:48
13795,13795,upi,172.14,success,,2024-04-21 12:02:56
13796,13796,card,233.21,success,,2024-05-30 21:44:39
13797,13797,card,360.31,success,,2024-08-11 20:44:07
13798,13798,upi,237.34,success,,2024-11-11 21:58:51
13799,13799,wallet,237.32,success,,2024-07-19 19:29:44
13800,13800,upi,506.81,success,,2024-08-12 20:21:07
13801,13801,wallet,245.28,success,,2024-09-14 20:46:06
13802,13802,wallet,299.8,success,,2024-05-17 12:22:07
13803,13803,upi,464.58,success,,2024-10-08 13:05:39
13804,13804,upi,534.36,success,,2024-07-22 20:54:52
13805,13805,upi,343.73,success,,2024-09-22 20:15:55
13806,13806,upi,476.91,success,,2024-07-04 19:08:24
13807,13807,upi,447.66,success,,2024-07-08 20:20:08
13808,13808,wallet,465.52,success,,2024-04-08 20:51:07
13809,13809,upi,341.2,success,,2024-04-30 13:43:25
13810,13810,upi,227.44,success,,2024-04-17 13:57:21
13811,13811,cod,392.16,success,,2024-07-18 13:46:33
13812,13812,upi,287.23,success,,2024-12-24 20:49:51
13813,13813,upi,379.66,success,,2024-12-22 12:34:21
13814,13814,upi,118.7,failed,bank_decline,2024-12-30 21:47:45
13815,13815,wallet,465.28,failed,bank_decline,2024-12-27 12:05:33
13816,13816,wallet,111.39,success,,2024-12-21 19:11:42
13817,13817,card,447.2,success,,2024-12-23 13:21:57
13818,13818,card,336.48,success,,2024-12-30 13:24:48
13819,13819,card,381.53,success,,2024-12-30 20:18:06
13820,13820,wallet,438.23,success,,2024-12-28 19:21:29
13821,13821,card,141.65,success,,2024-12-24 12:30:20
13822,13822,upi,378.08,success,,2024-12-16 13:31:38
13823,13823,card,317.88,success,,2024-12-23 19:59:42
13824,13824,card,197.1,success,,2024-12-06 21:21:37
13825,13825,wallet,381.57,success,,2024-12-16 20:03:14
13826,13826,upi,149.01,success,,2024-11-30 20:48:11
13827,13827,card,375.25,success,,2024-12-20 19:09:34
13828,13828,upi,184.32,success,,2024-12-12 19:25:14
13829,13829,upi,224.72,success,,2024-11-23 13:47:08
13830,13830,upi,322.04,success,,2024-12-03 12:02:20
13831,13831,wallet,344.4,success,,2024-11-25 19:03:05
13832,13832,upi,297.4,success,,2024-11-14 13:50:32
13833,13833,card,368.83,success,,2024-10-24 13:15:18
13834,13834,upi,273.1,success,,2024-11-20 19:14:36
13835,13835,card,408.67,refunded,,2024-12-24 20:10:51
13836,13836,upi,210.85,success,,2024-11-22 21:57:13
13837,13837,upi,396.92,success,,2024-11-29 19:50:17
13838,13838,wallet,565.28,success,,2024-12-03 20:25:47
13839,13839,card,302.56,success,,2024-10-25 19:45:57
13840,13840,upi,362.34,success,,2024-11-22 12:41:26
13841,13841,card,509.11,success,,2024-12-27 19:13:06
13842,13842,card,367.22,success,,2024-10-28 20:45:21
13843,13843,wallet,296.33,success,,2024-11-28 20:49:26
13844,13844,upi,205.89,success,,2024-12-13 19:06:15
13845,13845,upi,236.06,success,,2024-07-10 20:56:46
13846,13846,card,306.79,success,,2024-07-03 20:35:58
13847,13847,wallet,294.78,success,,2024-08-31 20:51:40
13848,13848,card,411.43,success,,2024-10-06 20:12:32
13849,13849,upi,300.07,success,,2024-10-25 19:18:31
13850,13850,cod,214.75,success,,2024-07-13 19:42:22
13851,13851,upi,311.01,success,,2024-12-08 20:48:28
13852,13852,upi,316.11,success,,2024-07-02 20:54:40
13853,13853,card,371.23,success,,2024-11-02 12:57:33
13854,13854,upi,321.46,success,,2024-11-30 19:14:54
13855,13855,card,184.03,success,,2024-07-11 19:40:54
13856,13856,upi,319.57,success,,2024-09-02 21:11:27
13857,13857,upi,403.73,success,,2024-12-22 20:51:45
13858,13858,wallet,364.2,success,,2024-06-30 19:29:57
13859,13859,upi,175.45,success,,2024-08-03 13:54:55
13860,13860,card,272.98,success,,2024-09-18 20:24:32
13861,13861,upi,488.48,success,,2024-11-16 12:44:23
13862,13862,wallet,417.41,success,,2024-08-01 19:19:48
13863,13863,upi,498.62,success,,2024-09-19 12:28:28
13864,13864,upi,392.41,success,,2024-11-11 13:20:20
13865,13865,card,255.02,success,,2024-08-31 19:49:25
13866,13866,upi,214.99,success,,2024-09-19 21:06:48
13867,13867,card,194.98,success,,2024-09-12 13:32:23
13868,13868,wallet,221.34,success,,2024-08-11 12:09:30
13869,13869,upi,278.96,success,,2024-12-18 19:34:33
13870,13870,wallet,578.15,success,,2024-09-13 19:26:50
13871,13871,card,240.54,failed,bank_decline,2024-10-17 20:46:47
13872,13872,upi,272.27,success,,2024-08-11 20:12:37
13873,13873,upi,371.82,success,,2024-10-15 13:21:25
13874,13874,wallet,354.02,success,,2024-11-10 21:17:41
13875,13875,upi,468.37,refunded,,2024-12-11 13:34:40
13876,13876,upi,313.64,success,,2024-08-25 19:08:34
13877,13877,upi,170.25,success,,2024-10-22 20:54:09
13878,13878,wallet,327.56,success,,2024-12-27 21:19:34
13879,13879,upi,549.39,success,,2024-11-06 19:02:22
13880,13880,upi,437.19,success,,2024-07-18 20:02:40
13881,13881,cod,321.12,success,,2024-10-20 13:56:19
13882,13882,upi,295.65,success,,2024-12-04 20:10:26
13883,13883,upi,296.35,success,,2024-07-05 19:40:44
13884,13884,upi,210.0,success,,2024-10-30 12:25:41
13885,13885,upi,296.1,success,,2024-08-30 13:12:56
13886,13886,upi,301.29,refunded,,2024-07-06 21:19:33
13887,13887,upi,352.63,success,,2024-08-18 19:17:28
13888,13888,upi,502.37,success,,2024-10-13 20:54:51
13889,13889,upi,300.46,success,,2024-07-04 19:35:58
13890,13890,upi,128.3,success,,2024-11-25 19:26:37
13891,13891,upi,332.41,success,,2024-10-27 12:42:46
13892,13892,wallet,188.78,success,,2024-10-28 20:15:52
13893,13893,upi,213.3,refunded,,2024-11-21 21:36:54
13894,13894,upi,280.37,success,,2024-10-20 13:15:33
13895,13895,card,206.69,success,,2024-11-25 19:42:56
13896,13896,upi,161.83,success,,2024-12-21 12:29:37
13897,13897,card,329.94,failed,bank_decline,2024-11-22 13:46:28
13898,13898,upi,382.19,success,,2024-12-17 20:41:17
13899,13899,upi,470.28,success,,2024-12-03 20:13:57
13900,13900,wallet,412.07,failed,bank_decline,2024-12-02 20:54:39
13901,13901,upi,175.21,success,,2024-03-18 12:17:44
13902,13902,upi,166.8,success,,2024-10-17 21:23:41
13903,13903,wallet,157.94,success,,2024-08-06 13:07:43
13904,13904,upi,442.97,success,,2024-04-15 20:38:20
13905,13905,upi,347.88,refunded,,2024-08-28 21:03:30
13906,13906,wallet,271.01,success,,2024-10-25 13:25:43
13907,13907,upi,288.63,success,,2024-11-07 12:41:18
13908,13908,cod,259.78,success,,2024-08-10 20:58:57
13909,13909,card,413.49,success,,2024-12-26 13:06:13
13910,13910,wallet,357.14,refunded,,2024-06-24 19:59:36
13911,13911,upi,270.17,success,,2024-03-31 20:34:39
13912,13912,wallet,531.67,success,,2024-05-20 12:09:29
13913,13913,wallet,335.95,success,,2024-10-10 12:35:18
13914,13914,upi,450.85,success,,2024-06-03 20:05:12
13915,13915,wallet,459.04,refunded,,2024-04-12 13:37:58
13916,13916,upi,281.18,success,,2024-05-30 19:29:50
13917,13917,upi,347.19,success,,2024-12-26 19:00:13
13918,13918,upi,196.66,success,,2024-08-10 13:12:59
13919,13919,card,404.15,success,,2024-12-19 19:40:24
13920,13920,upi,400.99,success,,2024-12-18 20:53:31
13921,13921,wallet,365.08,success,,2024-11-27 19:12:58
13922,13922,card,369.29,refunded,,2024-12-27 20:37:16
13923,13923,card,274.58,success,,2024-12-28 19:40:25
13924,13924,card,447.19,success,,2024-12-29 20:47:15
13925,13925,card,194.65,success,,2024-10-08 19:55:15
13926,13926,upi,364.02,success,,2024-12-04 19:31:40
13927,13927,upi,372.52,success,,2024-09-26 21:45:41
13928,13928,upi,397.24,success,,2024-12-10 21:24:24
13929,13929,upi,205.38,success,,2024-10-16 19:30:37
13930,13930,upi,377.94,success,,2024-10-07 12:23:28
13931,13931,upi,246.23,success,,2024-11-30 13:23:55
13932,13932,card,479.68,success,,2024-10-25 20:49:36
13933,13933,upi,137.36,success,,2024-12-27 19:45:40
13934,13934,upi,251.39,success,,2024-11-28 20:28:09
13935,13935,upi,268.16,success,,2024-09-18 20:16:10
13936,13936,upi,208.43,success,,2024-12-06 21:50:11
13937,13937,upi,274.23,success,,2024-12-03 12:43:24
13938,13938,card,311.77,success,,2024-09-13 21:26:54
13939,13939,upi,290.4,success,,2024-11-24 13:11:22
13940,13940,card,309.09,success,,2024-12-11 19:45:48
13941,13941,upi,328.2,success,,2024-12-11 21:34:51
13942,13942,card,374.64,success,,2024-11-10 12:50:38
13943,13943,wallet,171.31,failed,bank_decline,2024-11-15 19:13:12
13944,13944,upi,319.99,success,,2024-11-17 20:37:43
13945,13945,upi,379.18,success,,2024-11-29 13:32:42
13946,13946,card,208.8,success,,2024-11-23 21:36:47
13947,13947,upi,380.59,success,,2024-11-16 21:35:26
13948,13948,wallet,376.15,success,,2024-09-07 21:10:06
13949,13949,upi,383.66,success,,2024-12-10 20:47:45
13950,13950,upi,214.23,success,,2024-11-07 21:14:18
13951,13951,upi,358.0,success,,2024-12-06 12:53:30
13952,13952,upi,263.72,refunded,,2024-09-28 20:23:24
13953,13953,wallet,227.71,success,,2024-02-10 12:20:25
13954,13954,card,393.95,success,,2024-12-23 19:51:23
13955,13955,upi,171.01,success,,2024-08-13 13:17:51
13956,13956,card,128.74,success,,2024-04-11 12:50:06
13957,13957,upi,303.96,success,,2024-09-23 13:01:32
13958,13958,card,356.43,success,,2024-09-22 19:53:08
13959,13959,upi,386.93,success,,2024-02-11 12:34:31
13960,13960,upi,326.14,success,,2024-06-27 12:04:59
13961,13961,upi,470.71,success,,2024-05-13 19:53:40
13962,13962,upi,278.81,success,,2024-05-06 19:58:18
13963,13963,upi,312.62,success,,2024-05-03 21:13:41
13964,13964,upi,391.64,failed,bank_decline,2024-09-10 19:34:18
13965,13965,upi,182.14,success,,2024-09-25 12:20:28
13966,13966,upi,449.46,success,,2024-08-24 13:37:07
13967,13967,upi,433.61,success,,2024-11-17 12:12:09
13968,13968,cod,370.54,success,,2024-05-06 13:47:52
13969,13969,upi,426.91,success,,2024-10-20 19:31:12
13970,13970,upi,325.71,success,,2024-03-25 20:00:33
13971,13971,card,349.57,success,,2024-07-22 19:46:18
13972,13972,upi,336.45,success,,2024-08-06 21:13:51
13973,13973,card,391.79,success,,2024-11-30 20:54:27
13974,13974,upi,267.05,success,,2024-07-27 19:12:24
13975,13975,upi,271.04,success,,2024-10-19 12:41:42
13976,13976,wallet,244.14,success,,2024-04-10 12:53:49
13977,13977,wallet,253.05,success,,2024-09-22 13:38:32
13978,13978,wallet,394.08,success,,2024-04-09 12:27:36
13979,13979,upi,161.24,success,,2024-12-30 13:03:27
13980,13980,upi,319.44,failed,bank_decline,2024-09-10 12:44:19
13981,13981,cod,245.6,refunded,,2024-05-24 19:24:56
13982,13982,wallet,288.82,success,,2024-07-25 19:25:27
13983,13983,wallet,477.02,refunded,,2024-02-25 12:20:25
13984,13984,wallet,317.35,refunded,,2024-08-07 21:59:29
13985,13985,upi,183.54,success,,2024-02-28 19:34:15
13986,13986,upi,390.74,success,,2024-12-28 20:59:55
13987,13987,wallet,420.51,success,,2024-12-25 13:26:21
13988,13988,wallet,573.34,success,,2024-12-26 19:19:26
13989,13989,card,331.56,success,,2024-11-14 20:36:17
13990,13990,upi,256.72,refunded,,2024-11-25 13:31:26
13991,13991,upi,274.47,success,,2024-12-07 19:21:13
13992,13992,upi,256.71,success,,2024-11-03 12:43:25
13993,13993,upi,380.93,success,,2024-12-17 19:40:09
13994,13994,upi,184.44,success,,2024-12-05 20:35:51
13995,13995,upi,413.06,success,,2024-12-19 12:37:26
13996,13996,upi,157.78,success,,2024-12-24 13:42:19
13997,13997,card,306.05,success,,2024-11-02 12:58:11
13998,13998,card,258.04,success,,2024-11-11 20:40:49
13999,13999,wallet,437.88,success,,2024-12-13 12:15:24
14000,14000,upi,428.64,success,,2024-11-02 13:31:55
14001,14001,upi,458.92,success,,2024-12-29 21:48:30
14002,14002,upi,244.6,success,,2024-12-13 19:47:14
14003,14003,cod,208.58,success,,2024-08-15 20:56:51
14004,14004,wallet,175.69,success,,2024-08-20 20:06:34
14005,14005,wallet,274.63,success,,2024-08-07 20:12:37
14006,14006,wallet,362.11,refunded,,2024-08-18 20:39:07
14007,14007,upi,433.31,success,,2024-08-23 13:48:58
14008,14008,cod,336.37,success,,2024-12-25 12:22:13
14009,14009,upi,377.8,success,,2024-11-19 21:26:57
14010,14010,wallet,184.15,success,,2024-12-20 13:07:07
14011,14011,upi,502.65,success,,2024-10-11 19:14:27
14012,14012,wallet,101.12,success,,2024-12-04 20:15:42
14013,14013,upi,300.55,success,,2024-11-21 19:21:31
14014,14014,upi,344.35,success,,2024-11-24 20:10:33
14015,14015,upi,341.41,success,,2024-12-21 20:15:13
14016,14016,wallet,314.7,success,,2024-11-12 19:58:10
14017,14017,cod,260.47,success,,2024-10-07 19:53:26
14018,14018,upi,258.64,success,,2024-09-25 13:31:30
14019,14019,upi,316.45,success,,2024-11-14 21:29:27
14020,14020,upi,267.86,success,,2024-12-17 12:57:48
14021,14021,card,364.6,success,,2024-10-05 13:44:49
14022,14022,upi,510.95,refunded,,2024-11-07 12:55:14
14023,14023,upi,188.09,success,,2024-08-12 19:17:47
14024,14024,wallet,141.33,success,,2024-12-28 20:39:45
14025,14025,card,398.05,success,,2024-12-29 12:43:11
14026,14026,card,358.47,success,,2024-11-25 20:57:16
14027,14027,upi,317.35,success,,2024-08-10 13:06:36
14028,14028,upi,199.11,success,,2024-12-24 12:54:31
14029,14029,wallet,357.37,success,,2024-11-12 21:20:06
14030,14030,wallet,530.76,success,,2024-10-03 20:18:06
14031,14031,upi,242.04,success,,2024-12-16 19:13:24
14032,14032,upi,352.07,success,,2024-08-22 20:21:05
14033,14033,upi,303.77,success,,2024-10-11 12:43:26
14034,14034,upi,444.02,success,,2024-12-20 20:12:40
14035,14035,card,370.74,success,,2024-10-03 19:47:46
14036,14036,wallet,192.83,success,,2024-10-21 12:00:58
14037,14037,card,409.85,success,,2024-09-18 13:43:10
14038,14038,upi,425.26,success,,2024-12-15 13:16:23
14039,14039,upi,329.45,success,,2024-12-20 12:28:22
14040,14040,upi,260.7,success,,2024-08-17 19:58:27
14041,14041,card,426.57,success,,2024-08-21 12:28:52
14042,14042,upi,278.34,success,,2024-09-14 19:56:56
14043,14043,upi,184.65,success,,2024-11-21 21:22:44
14044,14044,upi,298.31,success,,2024-09-27 21:47:09
14045,14045,upi,463.54,success,,2024-08-26 19:12:45
14046,14046,upi,288.91,refunded,,2024-09-12 19:27:32
14047,14047,upi,484.57,success,,2024-11-22 20:50:28
14048,14048,card,267.47,success,,2024-09-22 21:08:59
14049,14049,upi,433.22,success,,2024-12-08 21:13:14
14050,14050,upi,302.4,success,,2024-09-30 19:39:49
14051,14051,card,429.29,success,,2024-10-26 12:32:42
14052,14052,wallet,319.11,success,,2024-08-27 12:15:28
14053,14053,upi,342.07,refunded,,2024-11-21 20:06:27
14054,14054,upi,351.78,success,,2024-10-27 19:24:31
14055,14055,upi,332.32,success,,2024-08-24 12:50:48
14056,14056,upi,297.09,success,,2024-12-17 12:13:20
14057,14057,card,480.4,success,,2024-10-29 21:28:19
14058,14058,upi,542.6,success,,2024-07-03 19:55:41
14059,14059,card,237.67,success,,2024-09-05 21:07:54
14060,14060,wallet,296.6,success,,2024-09-27 13:20:46
14061,14061,upi,431.44,success,,2024-11-18 12:06:44
14062,14062,upi,230.82,success,,2024-11-13 12:34:53
14063,14063,upi,198.74,success,,2024-09-09 19:57:45
14064,14064,upi,410.51,success,,2024-10-20 13:39:23
14065,14065,upi,232.9,success,,2024-12-07 13:00:52
14066,14066,upi,175.92,success,,2024-09-15 20:21:06
14067,14067,upi,223.87,success,,2024-07-27 12:01:38
14068,14068,upi,455.38,refunded,,2024-06-30 13:12:25
14069,14069,upi,460.32,success,,2024-09-03 20:53:38
14070,14070,upi,229.63,success,,2024-08-07 13:38:13
14071,14071,wallet,426.12,success,,2024-07-17 12:20:45
14072,14072,wallet,260.82,success,,2024-09-23 20:33:44
14073,14073,upi,325.03,success,,2024-09-05 20:34:54
14074,14074,wallet,424.59,success,,2024-10-24 21:24:13
14075,14075,upi,193.29,refunded,,2024-08-10 13:28:51
14076,14076,upi,408.06,success,,2024-12-09 20:28:19
14077,14077,upi,226.48,success,,2024-12-07 20:50:44
14078,14078,upi,253.14,success,,2024-07-19 13:15:32
14079,14079,upi,284.67,success,,2024-12-09 12:42:07
14080,14080,cod,379.26,success,,2024-08-20 21:35:45
14081,14081,upi,471.05,success,,2024-08-04 20:28:37
14082,14082,upi,230.45,success,,2024-09-30 20:42:59
14083,14083,upi,156.78,success,,2024-08-27 20:24:52
14084,14084,upi,182.55,success,,2024-08-03 19:11:57
14085,14085,upi,203.39,success,,2024-12-01 13:39:43
14086,14086,upi,359.6,success,,2024-11-23 13:49:19
14087,14087,wallet,483.01,success,,2024-10-07 12:11:06
14088,14088,wallet,311.58,success,,2024-08-16 12:16:54
14089,14089,card,217.77,refunded,,2024-08-05 19:14:29
14090,14090,wallet,380.11,success,,2024-07-17 21:46:41
14091,14091,upi,568.59,failed,bank_decline,2024-12-28 21:48:48
14092,14092,upi,166.46,refunded,,2024-12-17 19:29:32
14093,14093,wallet,451.96,success,,2024-12-28 19:33:23
14094,14094,upi,295.76,success,,2024-12-27 20:20:55
14095,14095,upi,201.39,success,,2024-12-29 19:02:47
14096,14096,upi,140.18,success,,2024-08-25 13:28:56
14097,14097,wallet,447.48,success,,2024-10-16 19:17:45
14098,14098,upi,491.25,success,,2024-09-29 19:30:35
14099,14099,wallet,342.64,success,,2024-11-08 19:44:40
14100,14100,upi,271.15,success,,2024-10-04 19:13:09
14101,14101,upi,297.24,success,,2024-09-17 21:47:27
14102,14102,upi,299.53,refunded,,2024-09-05 21:46:41
14103,14103,upi,340.82,success,,2024-11-01 19:14:50
14104,14104,wallet,330.98,success,,2024-10-18 13:09:16
14105,14105,upi,233.58,success,,2024-10-23 19:06:30
14106,14106,upi,355.29,success,,2024-10-12 19:33:57
14107,14107,card,342.79,success,,2024-11-05 20:33:07
14108,14108,wallet,341.41,refunded,,2024-11-08 12:51:55
14109,14109,card,155.81,success,,2024-06-23 19:31:57
14110,14110,card,411.73,success,,2024-10-13 19:59:07
14111,14111,card,544.12,success,,2024-12-12 12:13:31
14112,14112,card,470.21,success,,2024-10-07 20:22:54
14113,14113,upi,327.21,success,,2024-11-10 12:26:48
14114,14114,wallet,334.45,success,,2024-08-25 20:57:28
14115,14115,upi,298.22,success,,2024-06-17 13:33:37
14116,14116,wallet,377.96,success,,2024-08-18 21:06:47
14117,14117,upi,404.7,success,,2024-08-27 21:36:19
14118,14118,wallet,287.21,success,,2024-09-12 12:14:20
14119,14119,card,284.71,refunded,,2024-10-30 12:32:36
14120,14120,upi,399.61,success,,2024-11-11 19:33:54
14121,14121,card,403.42,success,,2024-09-30 12:37:45
14122,14122,wallet,264.3,success,,2024-08-21 20:54:08
14123,14123,card,316.23,success,,2024-07-27 12:37:48
14124,14124,upi,433.51,success,,2024-09-13 12:06:12
14125,14125,upi,197.91,success,,2024-08-04 19:33:07
14126,14126,upi,453.06,success,,2024-07-30 21:04:16
14127,14127,upi,340.13,success,,2024-07-17 20:12:53
14128,14128,upi,284.63,success,,2024-10-04 19:28:10
14129,14129,upi,424.91,success,,2024-12-06 19:43:13
14130,14130,upi,71.27,refunded,,2024-10-11 19:15:54
14131,14131,upi,363.45,refunded,,2024-08-03 20:01:05
14132,14132,upi,416.31,success,,2024-09-30 19:46:06
14133,14133,upi,489.69,success,,2024-08-03 19:22:49
14134,14134,wallet,276.97,success,,2024-11-11 12:27:51
14135,14135,upi,438.4,failed,bank_decline,2024-11-01 20:42:24
14136,14136,card,476.09,success,,2024-08-30 19:27:33
14137,14137,wallet,265.97,refunded,,2024-10-03 20:39:47
14138,14138,card,388.43,success,,2024-09-18 21:29:22
14139,14139,upi,265.92,success,,2024-10-16 12:18:52
14140,14140,upi,377.88,success,,2024-08-29 19:14:28
14141,14141,wallet,499.05,refunded,,2024-08-12 20:31:59
14142,14142,wallet,207.65,success,,2024-05-23 12:05:05
14143,14143,wallet,348.73,success,,2024-11-03 19:57:19
14144,14144,upi,379.92,success,,2024-09-17 20:07:27
14145,14145,upi,263.14,success,,2024-12-18 20:13:14
14146,14146,card,408.91,success,,2024-10-22 20:04:30
14147,14147,wallet,471.12,success,,2024-07-18 13:32:46
14148,14148,upi,426.49,success,,2024-08-07 20:09:21
14149,14149,upi,433.74,success,,2024-06-13 19:40:55
14150,14150,card,119.71,success,,2024-05-08 21:16:24
14151,14151,upi,350.9,success,,2024-10-20 13:52:47
14152,14152,wallet,352.21,success,,2024-12-16 20:49:44
14153,14153,cod,345.78,success,,2024-08-12 21:57:27
14154,14154,upi,308.48,success,,2024-09-27 12:23:43
14155,14155,upi,247.19,success,,2024-08-05 19:51:18
14156,14156,card,355.04,success,,2024-04-11 20:13:44
14157,14157,upi,347.79,success,,2024-12-30 20:25:23
14158,14158,upi,219.99,success,,2024-10-11 20:40:27
14159,14159,upi,297.24,success,,2024-08-08 12:14:22
14160,14160,card,352.41,success,,2024-10-15 12:30:47
14161,14161,upi,428.71,success,,2024-11-28 20:10:44
14162,14162,upi,471.77,success,,2024-11-17 19:26:22
14163,14163,upi,335.71,success,,2024-07-16 20:45:42
14164,14164,upi,428.92,success,,2024-08-26 13:04:07
14165,14165,card,254.1,refunded,,2024-05-15 12:56:40
14166,14166,upi,311.24,success,,2024-12-24 19:52:31
14167,14167,upi,427.81,success,,2024-08-30 12:44:41
14168,14168,card,272.41,success,,2024-04-22 20:56:28
14169,14169,upi,462.08,success,,2024-11-05 19:36:36
14170,14170,cod,157.58,success,,2024-10-23 19:26:40
14171,14171,card,529.34,success,,2024-06-16 13:55:17
14172,14172,upi,348.69,success,,2024-10-09 12:35:25
14173,14173,card,138.3,success,,2024-09-10 12:11:58
14174,14174,upi,218.48,success,,2024-12-01 20:35:45
14175,14175,upi,308.6,success,,2024-10-04 12:12:13
14176,14176,upi,252.31,success,,2024-12-28 13:32:31
14177,14177,wallet,495.02,success,,2024-12-30 20:28:08
14178,14178,wallet,374.05,success,,2024-09-24 12:22:41
14179,14179,upi,377.5,success,,2024-11-12 19:37:44
14180,14180,wallet,157.0,success,,2024-10-11 20:49:39
14181,14181,upi,297.3,success,,2024-09-08 20:13:45
14182,14182,wallet,302.1,success,,2024-11-29 19:41:32
14183,14183,upi,263.35,success,,2024-11-24 12:36:41
14184,14184,upi,363.7,success,,2024-10-02 19:39:56
14185,14185,upi,320.5,refunded,,2024-09-11 13:56:21
14186,14186,upi,155.76,success,,2024-12-28 19:35:47
14187,14187,upi,306.84,success,,2024-11-05 13:04:21
14188,14188,upi,291.18,success,,2024-11-17 12:23:36
14189,14189,upi,401.7,success,,2024-12-13 20:31:52
14190,14190,wallet,289.58,success,,2024-12-09 19:23:10
14191,14191,cod,187.17,success,,2024-11-06 20:09:18
14192,14192,upi,217.09,success,,2024-12-29 19:27:16
14193,14193,card,403.36,success,,2024-11-19 12:55:18
14194,14194,wallet,464.58,success,,2024-09-28 13:01:55
14195,14195,upi,327.42,success,,2024-07-20 19:02:45
14196,14196,card,284.91,success,,2024-10-01 20:04:31
14197,14197,wallet,273.02,success,,2024-11-15 19:32:24
14198,14198,upi,458.74,success,,2024-08-25 21:19:53
14199,14199,upi,374.99,success,,2024-07-07 20:01:55
14200,14200,upi,396.43,success,,2024-12-03 13:25:59
14201,14201,card,203.88,success,,2024-08-21 13:32:24
14202,14202,upi,348.39,success,,2024-11-13 19:23:31
14203,14203,card,507.08,success,,2024-12-29 19:37:19
14204,14204,cod,272.85,success,,2024-06-27 20:35:14
14205,14205,card,361.57,success,,2024-06-28 21:07:22
14206,14206,wallet,281.9,success,,2024-11-18 20:56:21
14207,14207,wallet,164.24,success,,2024-12-24 19:12:21
14208,14208,card,227.75,success,,2024-12-15 20:02:37
14209,14209,upi,233.74,success,,2024-11-25 19:11:31
14210,14210,wallet,350.52,success,,2024-10-01 12:49:34
14211,14211,cod,386.59,success,,2024-10-09 20:13:12
14212,14212,cod,201.43,success,,2024-12-18 21:02:28
14213,14213,upi,316.35,success,,2024-11-14 19:10:56
14214,14214,wallet,208.15,success,,2024-11-15 13:04:55
14215,14215,wallet,314.95,success,,2024-12-13 19:13:43
14216,14216,upi,411.91,success,,2024-11-25 12:41:11
14217,14217,upi,234.23,success,,2024-12-16 19:40:41
14218,14218,wallet,424.99,success,,2024-10-25 20:58:57
14219,14219,upi,268.37,success,,2024-12-18 13:45:10
14220,14220,upi,254.18,success,,2024-12-28 20:25:52
14221,14221,upi,301.66,success,,2024-12-22 20:16:19
14222,14222,card,329.55,success,,2024-11-30 12:17:38
14223,14223,wallet,245.16,success,,2024-10-24 13:42:40
14224,14224,wallet,330.09,success,,2024-11-23 20:06:38
14225,14225,wallet,202.73,success,,2024-12-03 21:04:32
14226,14226,cod,322.58,success,,2024-12-19 20:38:24
14227,14227,upi,376.88,success,,2024-10-01 12:13:17
14228,14228,card,225.19,success,,2024-09-15 19:36:21
14229,14229,upi,229.92,success,,2024-12-09 19:13:41
14230,14230,wallet,329.78,success,,2024-09-22 13:56:56
14231,14231,upi,270.65,success,,2024-12-15 13:29:47
14232,14232,wallet,330.19,success,,2024-08-25 19:56:51
14233,14233,wallet,251.26,success,,2024-12-03 21:38:12
14234,14234,upi,205.81,success,,2024-12-11 21:55:32
14235,14235,upi,406.96,success,,2024-11-23 20:00:23
14236,14236,upi,268.95,success,,2024-11-14 12:09:17
14237,14237,wallet,325.43,refunded,,2024-11-29 19:47:14
14238,14238,card,284.98,success,,2024-10-03 21:05:38
14239,14239,upi,378.26,success,,2024-09-14 21:25:16
14240,14240,card,295.32,success,,2024-08-16 19:01:25
14241,14241,upi,519.95,success,,2024-08-12 21:32:20
14242,14242,wallet,312.66,success,,2024-11-30 20:03:10
