traffic_id,city_id,date,hour,traffic_index
1821,3,2024-06-29,12,7.22
1822,3,2024-06-29,19,9.52
1823,3,2024-06-30,12,7.96
1824,3,2024-06-30,19,6.72
1825,3,2024-07-01,12,9.82
1826,3,2024-07-01,19,10.0
1827,3,2024-07-02,12,9.78
1828,3,2024-07-02,19,10.0
1829,3,2024-07-03,12,9.34
1830,3,2024-07-03,19,10.0
1831,3,2024-07-04,12,9.91
1832,3,2024-07-04,19,9.2
1833,3,2024-07-05,12,10.0
1834,3,2024-07-05,19,7.86
1835,3,2024-07-06,12,6.73
1836,3,2024-07-06,19,6.6
1837,3,2024-07-07,12,5.74
1838,3,2024-07-07,19,7.63
1839,3,2024-07-08,12,10.0
1840,3,2024-07-08,19,10.0
1841,3,2024-07-09,12,10.0
1842,3,2024-07-09,19,10.0
1843,3,2024-07-10,12,9.57
1844,3,2024-07-10,19,10.0
1845,3,2024-07-11,12,10.0
1846,3,2024-07-11,19,9.42
1847,3,2024-07-12,12,10.0
1848,3,2024-07-12,19,10.0
1849,3,2024-07-13,12,6.22
1850,3,2024-07-13,19,7.97
1851,3,2024-07-14,12,6.65
1852,3,2024-07-14,19,7.83
1853,3,2024-07-15,12,9.2
1854,3,2024-07-15,19,10.0
1855,3,2024-07-16,12,9.92
1856,3,2024-07-16,19,9.12
1857,3,2024-07-17,12,10.0
1858,3,2024-07-17,19,9.52
1859,3,2024-07-18,12,10.0
1860,3,2024-07-18,19,8.46
1861,3,2024-07-19,12,10.0
1862,3,2024-07-19,19,9.85
1863,3,2024-07-20,12,7.6
1864,3,2024-07-20,19,9.55
1865,3,2024-07-21,12,6.09
1866,3,2024-07-21,19,7.78
1867,3,2024-07-22,12,10.0
1868,3,2024-07-22,19,10.0
1869,3,2024-07-23,12,9.92
1870,3,2024-07-23,19,10.0
1871,3,2024-07-24,12,10.0
1872,3,2024-07-24,19,10.0
1873,3,2024-07-25,12,10.0
1874,3,2024-07-25,19,10.0
1875,3,2024-07-26,12,10.0
1876,3,2024-07-26,19,10.0
1877,3,2024-07-27,12,7.59
1878,3,2024-07-27,19,6.94
1879,3,2024-07-28,12,7.58
1880,3,2024-07-28,19,7.79
1881,3,2024-07-29,12,9.73
1882,3,2024-07-29,19,10.0
1883,3,2024-07-30,12,9.18
1884,3,2024-07-30,19,10.0
1885,3,2024-07-31,12,10.0
1886,3,2024-07-31,19,9.82
1887,3,2024-08-01,12,9.86
1888,3,2024-08-01,19,10.0
1889,3,2024-08-02,12,10.0
1890,3,2024-08-02,19,10.0
1891,3,2024-08-03,12,7.73
1892,3,2024-08-03,19,6.98
1893,3,2024-08-04,12,6.57
1894,3,2024-08-04,19,7.32
1895,3,2024-08-05,12,9.99
1896,3,2024-08-05,19,10.0
1897,3,2024-08-06,12,8.73
1898,3,2024-08-06,19,10.0
1899,3,2024-08-07,12,10.0
1900,3,2024-08-07,19,10.0
1901,3,2024-08-08,12,10.0
1902,3,2024-08-08,19,10.0
1903,3,2024-08-09,12,10.0
1904,3,2024-08-09,19,10.0
1905,3,2024-08-10,12,7.13
1906,3,2024-08-10,19,7.07
1907,3,2024-08-11,12,6.41
1908,3,2024-08-11,19,6.96
1909,3,2024-08-12,12,10.0
1910,3,2024-08-12,19,9.82
1911,3,2024-08-13,12,9.55
1912,3,2024-08-13,19,10.0
1913,3,2024-08-14,12,10.0
1914,3,2024-08-14,19,10.0
1915,3,2024-08-15,12,10.0
1916,3,2024-08-15,19,9.86
1917,3,2024-08-16,12,10.0
1918,3,2024-08-16,19,10.0
1919,3,2024-08-17,12,7.68
1920,3,2024-08-17,19,8.58
1921,3,2024-08-18,12,7.79
1922,3,2024-08-18,19,8.91
1923,3,2024-08-19,12,10.0
1924,3,2024-08-19,19,9.92
1925,3,2024-08-20,12,9.61
1926,3,2024-08-20,19,9.42
1927,3,2024-08-21,12,10.0
1928,3,2024-08-21,19,9.33
1929,3,2024-08-22,12,10.0
1930,3,2024-08-22,19,10.0
1931,3,2024-08-23,12,10.0
1932,3,2024-08-23,19,10.0
1933,3,2024-08-24,12,8.04
1934,3,2024-08-24,19,6.8
1935,3,2024-08-25,12,7.47
1936,3,2024-08-25,19,7.66
1937,3,2024-08-26,12,9.77
1938,3,2024-08-26,19,9.98
1939,3,2024-08-27,12,10.0
1940,3,2024-08-27,19,8.6
1941,3,2024-08-28,12,10.0
1942,3,2024-08-28,19,8.91
1943,3,2024-08-29,12,10.0
1944,3,2024-08-29,19,10.0
1945,3,2024-08-30,12,10.0
1946,3,2024-08-30,19,10.0
1947,3,2024-08-31,12,9.21
1948,3,2024-08-31,19,9.91
1949,3,2024-09-01,12,8.15
1950,3,2024-09-01,19,8.83
1951,3,2024-09-02,12,10.0
1952,3,2024-09-02,19,9.33
1953,3,2024-09-03,12,9.76
1954,3,2024-09-03,19,10.0
1955,3,2024-09-04,12,10.0
1956,3,2024-09-04,19,9.79
1957,3,2024-09-05,12,9.6
1958,3,2024-09-05,19,9.89
1959,3,2024-09-06,12,10.0
1960,3,2024-09-06,19,9.85
1961,3,2024-09-07,12,7.62
1962,3,2024-09-07,19,8.12
1963,3,2024-09-08,12,7.32
1964,3,2024-09-08,19,8.34
1965,3,2024-09-09,12,10.0
1966,3,2024-09-09,19,9.17
1967,3,2024-09-10,12,7.53
1968,3,2024-09-10,19,9.74
1969,3,2024-09-11,12,9.36
1970,3,2024-09-11,19,9.57
1971,3,2024-09-12,12,10.0
1972,3,2024-09-12,19,10.0
1973,3,2024-09-13,12,10.0
1974,3,2024-09-13,19,9.27
1975,3,2024-09-14,12,8.65
1976,3,2024-09-14,19,7.71
1977,3,2024-09-15,12,7.87
1978,3,2024-09-15,19,9.47
1979,3,2024-09-16,12,10.0
1980,3,2024-09-16,19,9.9
1981,3,2024-09-17,12,10.0
1982,3,2024-09-17,19,10.0
1983,3,2024-09-18,12,9.92
1984,3,2024-09-18,19,10.0
1985,3,2024-09-19,12,10.0
1986,3,2024-09-19,19,9.9
1987,3,2024-09-20,12,10.0
1988,3,2024-09-20,19,10.0
1989,3,2024-09-21,12,8.14
1990,3,2024-09-21,19,7.2
1991,3,2024-09-22,12,7.83
1992,3,2024-09-22,19,7.66
1993,3,2024-09-23,12,9.14
1994,3,2024-09-23,19,10.0
1995,3,2024-09-24,12,9.65
1996,3,2024-09-24,19,10.0
1997,3,2024-09-25,12,10.0
1998,3,2024-09-25,19,9.71
1999,3,2024-09-26,12,10.0
2000,3,2024-09-26,19,10.0
2001,3,2024-09-27,12,10.0
2002,3,2024-09-27,19,9.84
2003,3,2024-09-28,12,7.07
2004,3,2024-09-28,19,7.73
2005,3,2024-09-29,12,9.35
2006,3,2024-09-29,19,6.2
2007,3,2024-09-30,12,10.0
2008,3,2024-09-30,19,9.48
2009,3,2024-10-01,12,10.0
2010,3,2024-10-01,19,9.18
2011,3,2024-10-02,12,10.0
2012,3,2024-10-02,19,9.69
2013,3,2024-10-03,12,10.0
2014,3,2024-10-03,19,8.95
2015,3,2024-10-04,12,10.0
2016,3,2024-10-04,19,9.87
2017,3,2024-10-05,12,7.17
2018,3,2024-10-05,19,7.17
2019,3,2024-10-06,12,7.1
2020,3,2024-10-06,19,8.31
2021,3,2024-10-07,12,9.43
2022,3,2024-10-07,19,10.0
2023,3,2024-10-08,12,10.0
2024,3,2024-10-08,19,9.67
2025,3,2024-10-09,12,9.41
2026,3,2024-10-09,19,10.0
2027,3,2024-10-10,12,10.0
2028,3,2024-10-10,19,10.0
2029,3,2024-10-11,12,9.89
2030,3,2024-10-11,19,10.0
2031,3,2024-10-12,12,8.29
2032,3,2024-10-12,19,8.19
2033,3,2024-10-13,12,8.59
2034,3,2024-10-13,19,6.96
2035,3,2024-10-14,12,10.0
2036,3,2024-10-14,19,9.93
2037,3,2024-10-15,12,9.83
2038,3,2024-10-15,19,9.95
2039,3,2024-10-16,12,9.87
2040,3,2024-10-16,19,10.0
2041,3,2024-10-17,12,10.0
2042,3,2024-10-17,19,9.35
2043,3,2024-10-18,12,10.0
2044,3,2024-10-18,19,10.0
2045,3,2024-10-19,12,9.21
2046,3,2024-10-19,19,7.04
2047,3,2024-10-20,12,7.13
2048,3,2024-10-20,19,7.95
2049,3,2024-10-21,12,9.69
2050,3,2024-10-21,19,10.0
2051,3,2024-10-22,12,10.0
2052,3,2024-10-22,19,9.08
2053,3,2024-10-23,12,10.0
2054,3,2024-10-23,19,10.0
2055,3,2024-10-24,12,10.0
2056,3,2024-10-24,19,10.0
2057,3,2024-10-25,12,10.0
2058,3,2024-10-25,19,9.39
2059,3,2024-10-26,12,8.11
2060,3,2024-10-26,19,6.75
2061,3,2024-10-27,12,7.84
2062,3,2024-10-27,19,7.18
2063,3,2024-10-28,12,9.94
2064,3,2024-10-28,19,10.0
2065,3,2024-10-29,12,9.03
2066,3,2024-10-29,19,10.0
2067,3,2024-10-30,12,8.19
2068,3,2024-10-30,19,10.0
2069,3,2024-10-31,12,9.22
2070,3,2024-10-31,19,9.45
2071,3,2024-11-01,12,10.0
2072,3,2024-11-01,19,10.0
2073,3,2024-11-02,12,9.12
2074,3,2024-11-02,19,6.87
2075,3,2024-11-03,12,6.31
2076,3,2024-11-03,19,7.18
2077,3,2024-11-04,12,10.0
2078,3,2024-11-04,19,9.23
2079,3,2024-11-05,12,9.7
2080,3,2024-11-05,19,10.0
2081,3,2024-11-06,12,9.22
2082,3,2024-11-06,19,9.08
2083,3,2024-11-07,12,9.64
2084,3,2024-11-07,19,10.0
2085,3,2024-11-08,12,10.0
2086,3,2024-11-08,19,10.0
2087,3,2024-11-09,12,7.76
2088,3,2024-11-09,19,8.52
2089,3,2024-11-10,12,7.98
2090,3,2024-11-10,19,7.84
2091,3,2024-11-11,12,10.0
2092,3,2024-11-11,19,10.0
2093,3,2024-11-12,12,9.47
2094,3,2024-11-12,19,8.46
2095,3,2024-11-13,12,9.77
2096,3,2024-11-13,19,10.0
2097,3,2024-11-14,12,9.96
2098,3,2024-11-14,19,10.0
2099,3,2024-11-15,12,8.58
2100,3,2024-11-15,19,10.0
2101,3,2024-11-16,12,8.22
2102,3,2024-11-16,19,4.78
2103,3,2024-11-17,12,8.29
2104,3,2024-11-17,19,7.2
2105,3,2024-11-18,12,9.4
2106,3,2024-11-18,19,9.8
2107,3,2024-11-19,12,9.4
2108,3,2024-11-19,19,10.0
2109,3,2024-11-20,12,10.0
2110,3,2024-11-20,19,9.44
2111,3,2024-11-21,12,10.0
2112,3,2024-11-21,19,10.0
2113,3,2024-11-22,12,10.0
2114,3,2024-11-22,19,10.0
2115,3,2024-11-23,12,7.51
2116,3,2024-11-23,19,8.39
2117,3,2024-11-24,12,8.18
2118,3,2024-11-24,19,7.45
2119,3,2024-11-25,12,9.19
2120,3,2024-11-25,19,10.0
2121,3,2024-11-26,12,9.81
2122,3,2024-11-26,19,10.0
2123,3,2024-11-27,12,10.0
2124,3,2024-11-27,19,8.96
2125,3,2024-11-28,12,9.47
2126,3,2024-11-28,19,10.0
2127,3,2024-11-29,12,9.9
2128,3,2024-11-29,19,10.0
2129,3,2024-11-30,12,7.45
2130,3,2024-11-30,19,9.38
2131,3,2024-12-01,12,7.8
2132,3,2024-12-01,19,8.88
2133,3,2024-12-02,12,10.0
2134,3,2024-12-02,19,10.0
2135,3,2024-12-03,12,10.0
2136,3,2024-12-03,19,10.0
2137,3,2024-12-04,12,8.68
2138,3,2024-12-04,19,9.64
2139,3,2024-12-05,12,10.0
2140,3,2024-12-05,19,10.0
2141,3,2024-12-06,12,10.0
2142,3,2024-12-06,19,9.62
2143,3,2024-12-07,12,8.07
2144,3,2024-12-07,19,6.31
2145,3,2024-12-08,12,7.04
2146,3,2024-12-08,19,4.93
2147,3,2024-12-09,12,9.24
2148,3,2024-12-09,19,10.0
2149,3,2024-12-10,12,10.0
2150,3,2024-12-10,19,10.0
2151,3,2024-12-11,12,10.0
2152,3,2024-12-11,19,10.0
2153,3,2024-12-12,12,9.86
2154,3,2024-12-12,19,9.7
2155,3,2024-12-13,12,10.0
2156,3,2024-12-13,19,9.81
2157,3,2024-12-14,12,7.44
2158,3,2024-12-14,19,8.2
2159,3,2024-12-15,12,7.54
2160,3,2024-12-15,19,8.76
2161,3,2024-12-16,12,10.0
2162,3,2024-12-16,19,10.0
2163,3,2024-12-17,12,6.98
2164,3,2024-12-17,19,10.0
2165,3,2024-12-18,12,10.0
2166,3,2024-12-18,19,10.0
2167,3,2024-12-19,12,9.71
2168,3,2024-12-19,19,10.0
2169,3,2024-12-20,12,10.0
2170,3,2024-12-20,19,10.0
2171,3,2024-12-21,12,6.82
2172,3,2024-12-21,19,8.18
2173,3,2024-12-22,12,7.02
2174,3,2024-12-22,19,7.42
2175,3,2024-12-23,12,10.0
2176,3,2024-12-23,19,10.0
2177,3,2024-12-24,12,9.75
2178,3,2024-12-24,19,10.0
2179,3,2024-12-25,12,8.36
2180,3,2024-12-25,19,10.0
2181,3,2024-12-26,12,9.48
2182,3,2024-12-26,19,9.02
2183,3,2024-12-27,12,10.0
2184,3,2024-12-27,19,10.0
2185,3,2024-12-28,12,7.47
2186,3,2024-12-28,19,7.56
2187,3,2024-12-29,12,9.09
2188,3,2024-12-29,19,6.57
2189,3,2024-12-30,12,10.0
2190,3,2024-12-30,19,10.0
2191,4,2024-01-01,12,8.77
2192,4,2024-01-01,19,9.87
2193,4,2024-01-02,12,6.07
2194,4,2024-01-02,19,7.14
2195,4,2024-01-03,12,8.42
2196,4,2024-01-03,19,9.71
2197,4,2024-01-04,12,8.26
2198,4,2024-01-04,19,10.0
2199,4,2024-01-05,12,8.81
2200,4,2024-01-05,19,7.47
2201,4,2024-01-06,12,4.79
2202,4,2024-01-06,19,6.65
2203,4,2024-01-07,12,4.26
2204,4,2024-01-07,19,6.35
2205,4,2024-01-08,12,7.23
2206,4,2024-01-08,19,7.05
2207,4,2024-01-09,12,8.64
2208,4,2024-01-09,19,5.49
2209,4,2024-01-10,12,5.76
2210,4,2024-01-10,19,7.99
2211,4,2024-01-11,12,8.88
2212,4,2024-01-11,19,7.48
2213,4,2024-01-12,12,8.86
2214,4,2024-01-12,19,8.43
2215,4,2024-01-13,12,5.91
2216,4,2024-01-13,19,6.09
2217,4,2024-01-14,12,5.24
2218,4,2024-01-14,19,6.47
2219,4,2024-01-15,12,8.15
2220,4,2024-01-15,19,7.8
2221,4,2024-01-16,12,8.4
2222,4,2024-01-16,19,7.69
2223,4,2024-01-17,12,6.63
2224,4,2024-01-17,19,8.2
2225,4,2024-01-18,12,8.97
2226,4,2024-01-18,19,8.99
2227,4,2024-01-19,12,6.76
2228,4,2024-01-19,19,9.88
2229,4,2024-01-20,12,6.31
2230,4,2024-01-20,19,5.67
2231,4,2024-01-21,12,6.33
2232,4,2024-01-21,19,3.55
2233,4,2024-01-22,12,8.65
2234,4,2024-01-22,19,8.18
2235,4,2024-01-23,12,7.87
2236,4,2024-01-23,19,7.45
2237,4,2024-01-24,12,7.1
2238,4,2024-01-24,19,8.06
2239,4,2024-01-25,12,8.08
2240,4,2024-01-25,19,6.87
2241,4,2024-01-26,12,8.74
2242,4,2024-01-26,19,8.24
2243,4,2024-01-27,12,5.73
2244,4,2024-01-27,19,5.54
2245,4,2024-01-28,12,4.07
2246,4,2024-01-28,19,5.24
2247,4,2024-01-29,12,7.29
2248,4,2024-01-29,19,8.08
2249,4,2024-01-30,12,8.65
2250,4,2024-01-30,19,8.19
2251,4,2024-01-31,12,6.45
2252,4,2024-01-31,19,10.0
2253,4,2024-02-01,12,7.96
2254,4,2024-02-01,19,8.16
2255,4,2024-02-02,12,7.28
2256,4,2024-02-02,19,7.67
2257,4,2024-02-03,12,4.92
2258,4,2024-02-03,19,5.83
2259,4,2024-02-04,12,4.92
2260,4,2024-02-04,19,6.27
2261,4,2024-02-05,12,7.47
2262,4,2024-02-05,19,6.82
2263,4,2024-02-06,12,9.03
2264,4,2024-02-06,19,7.5
2265,4,2024-02-07,12,8.79
2266,4,2024-02-07,19,7.54
2267,4,2024-02-08,12,7.73
2268,4,2024-02-08,19,8.59
2269,4,2024-02-09,12,6.88
2270,4,2024-02-09,19,8.27
2271,4,2024-02-10,12,5.9
2272,4,2024-02-10,19,4.64
2273,4,2024-02-11,12,7.9
2274,4,2024-02-11,19,4.89
2275,4,2024-02-12,12,8.04
2276,4,2024-02-12,19,8.14
2277,4,2024-02-13,12,7.16
2278,4,2024-02-13,19,8.22
2279,4,2024-02-14,12,10.0
2280,4,2024-02-14,19,7.83
2281,4,2024-02-15,12,7.31
2282,4,2024-02-15,19,8.63
2283,4,2024-02-16,12,8.7
2284,4,2024-02-16,19,6.29
2285,4,2024-02-17,12,5.86
2286,4,2024-02-17,19,5.71
2287,4,2024-02-18,12,5.58
2288,4,2024-02-18,19,4.67
2289,4,2024-02-19,12,6.92
2290,4,2024-02-19,19,5.77
2291,4,2024-02-20,12,8.61
2292,4,2024-02-20,19,7.58
2293,4,2024-02-21,12,8.54
2294,4,2024-02-21,19,7.54
2295,4,2024-02-22,12,8.29
2296,4,2024-02-22,19,8.96
2297,4,2024-02-23,12,9.63
2298,4,2024-02-23,19,9.11
2299,4,2024-02-24,12,6.19
2300,4,2024-02-24,19,5.98
2301,4,2024-02-25,12,4.75
2302,4,2024-02-25,19,8.05
2303,4,2024-02-26,12,7.75
2304,4,2024-02-26,19,8.88
2305,4,2024-02-27,12,7.97
2306,4,2024-02-27,19,7.5
2307,4,2024-02-28,12,7.45
2308,4,2024-02-28,19,8.2
2309,4,2024-02-29,12,7.01
2310,4,2024-02-29,19,8.96
2311,4,2024-03-01,12,7.92
2312,4,2024-03-01,19,7.59
2313,4,2024-03-02,12,5.43
2314,4,2024-03-02,19,4.48
2315,4,2024-03-03,12,6.94
2316,4,2024-03-03,19,4.26
2317,4,2024-03-04,12,9.24
2318,4,2024-03-04,19,5.6
2319,4,2024-03-05,12,8.32
2320,4,2024-03-05,19,9.94
2321,4,2024-03-06,12,6.61
2322,4,2024-03-06,19,8.92
2323,4,2024-03-07,12,7.8
2324,4,2024-03-07,19,7.4
2325,4,2024-03-08,12,7.59
2326,4,2024-03-08,19,8.5
2327,4,2024-03-09,12,5.25
2328,4,2024-03-09,19,6.58
2329,4,2024-03-10,12,4.48
2330,4,2024-03-10,19,5.67
2331,4,2024-03-11,12,9.87
2332,4,2024-03-11,19,7.92
2333,4,2024-03-12,12,8.5
2334,4,2024-03-12,19,7.21
2335,4,2024-03-13,12,8.11
2336,4,2024-03-13,19,6.87
2337,4,2024-03-14,12,7.85
2338,4,2024-03-14,19,8.97
2339,4,2024-03-15,12,6.79
2340,4,2024-03-15,19,6.72
2341,4,2024-03-16,12,5.65
2342,4,2024-03-16,19,5.88
2343,4,2024-03-17,12,5.66
2344,4,2024-03-17,19,5.49
2345,4,2024-03-18,12,7.17
2346,4,2024-03-18,19,6.42
2347,4,2024-03-19,12,8.28
2348,4,2024-03-19,19,6.09
2349,4,2024-03-20,12,6.32
2350,4,2024-03-20,19,8.19
2351,4,2024-03-21,12,8.48
2352,4,2024-03-21,19,8.13
2353,4,2024-03-22,12,7.14
2354,4,2024-03-22,19,7.24
2355,4,2024-03-23,12,5.68
2356,4,2024-03-23,19,4.48
2357,4,2024-03-24,12,5.19
2358,4,2024-03-24,19,5.27
2359,4,2024-03-25,12,8.37
2360,4,2024-03-25,19,7.72
2361,4,2024-03-26,12,7.75
2362,4,2024-03-26,19,7.81
2363,4,2024-03-27,12,7.19
2364,4,2024-03-27,19,5.31
2365,4,2024-03-28,12,8.19
2366,4,2024-03-28,19,8.5
2367,4,2024-03-29,12,7.14
2368,4,2024-03-29,19,6.63
2369,4,2024-03-30,12,5.11
2370,4,2024-03-30,19,6.05
2371,4,2024-03-31,12,5.39
2372,4,2024-03-31,19,6.43
2373,4,2024-04-01,12,7.12
2374,4,2024-04-01,19,8.67
2375,4,2024-04-02,12,8.28
2376,4,2024-04-02,19,6.26
2377,4,2024-04-03,12,7.69
2378,4,2024-04-03,19,7.81
2379,4,2024-04-04,12,8.37
2380,4,2024-04-04,19,6.29
2381,4,2024-04-05,12,6.86
2382,4,2024-04-05,19,7.35
2383,4,2024-04-06,12,4.64
2384,4,2024-04-06,19,6.09
2385,4,2024-04-07,12,5.74
2386,4,2024-04-07,19,6.54
2387,4,2024-04-08,12,8.24
2388,4,2024-04-08,19,7.38
2389,4,2024-04-09,12,7.83
2390,4,2024-04-09,19,7.17
2391,4,2024-04-10,12,7.77
2392,4,2024-04-10,19,7.59
2393,4,2024-04-11,12,6.38
2394,4,2024-04-11,19,8.37
2395,4,2024-04-12,12,6.42
2396,4,2024-04-12,19,9.58
2397,4,2024-04-13,12,4.04
2398,4,2024-04-13,19,7.93
2399,4,2024-04-14,12,5.23
2400,4,2024-04-14,19,5.3
2401,4,2024-04-15,12,7.53
2402,4,2024-04-15,19,8.44
2403,4,2024-04-16,12,6.49
2404,4,2024-04-16,19,7.75
2405,4,2024-04-17,12,9.07
2406,4,2024-04-17,19,6.7
2407,4,2024-04-18,12,6.61
2408,4,2024-04-18,19,8.55
2409,4,2024-04-19,12,7.89
2410,4,2024-04-19,19,8.7
2411,4,2024-04-20,12,4.65
2412,4,2024-04-20,19,6.41
2413,4,2024-04-21,12,6.76
2414,4,2024-04-21,19,5.98
2415,4,2024-04-22,12,8.5
2416,4,2024-04-22,19,6.95
2417,4,2024-04-23,12,8.14
2418,4,2024-04-23,19,5.67
2419,4,2024-04-24,12,5.79
2420,4,2024-04-24,19,9.02
2421,4,2024-04-25,12,7.37
2422,4,2024-04-25,19,8.88
2423,4,2024-04-26,12,6.83
2424,4,2024-04-26,19,8.31
2425,4,2024-04-27,12,5.36
2426,4,2024-04-27,19,5.86
2427,4,2024-04-28,12,7.42
2428,4,2024-04-28,19,4.28
2429,4,2024-04-29,12,8.67
2430,4,2024-04-29,19,7.71
2431,4,2024-04-30,12,7.37
2432,4,2024-04-30,19,8.6
2433,4,2024-05-01,12,6.7
2434,4,2024-05-01,19,6.51
2435,4,2024-05-02,12,8.28
2436,4,2024-05-02,19,7.43
2437,4,2024-05-03,12,9.31
2438,4,2024-05-03,19,7.43
2439,4,2024-05-04,12,6.17
2440,4,2024-05-04,19,5.71
2441,4,2024-05-05,12,6.77
2442,4,2024-05-05,19,6.08
2443,4,2024-05-06,12,8.6
2444,4,2024-05-06,19,7.67
2445,4,2024-05-07,12,8.22
2446,4,2024-05-07,19,10.0
2447,4,2024-05-08,12,8.7
2448,4,2024-05-08,19,8.25
2449,4,2024-05-09,12,7.72
2450,4,2024-05-09,19,9.14
2451,4,2024-05-10,12,8.96
2452,4,2024-05-10,19,7.37
2453,4,2024-05-11,12,5.47
2454,4,2024-05-11,19,5.06
2455,4,2024-05-12,12,6.27
2456,4,2024-05-12,19,4.78
2457,4,2024-05-13,12,8.55
2458,4,2024-05-13,19,7.75
2459,4,2024-05-14,12,7.07
2460,4,2024-05-14,19,7.93
2461,4,2024-05-15,12,7.39
2462,4,2024-05-15,19,7.19
2463,4,2024-05-16,12,8.47
2464,4,2024-05-16,19,5.94
2465,4,2024-05-17,12,7.3
2466,4,2024-05-17,19,7.36
2467,4,2024-05-18,12,6.11
2468,4,2024-05-18,19,6.05
2469,4,2024-05-19,12,5.63
2470,4,2024-05-19,19,6.19
2471,4,2024-05-20,12,7.86
2472,4,2024-05-20,19,8.29
2473,4,2024-05-21,12,6.81
2474,4,2024-05-21,19,8.97
2475,4,2024-05-22,12,7.79
2476,4,2024-05-22,19,8.41
2477,4,2024-05-23,12,7.72
2478,4,2024-05-23,19,9.37
2479,4,2024-05-24,12,8.25
2480,4,2024-05-24,19,7.37
2481,4,2024-05-25,12,5.77
2482,4,2024-05-25,19,6.42
2483,4,2024-05-26,12,6.4
2484,4,2024-05-26,19,6.23
2485,4,2024-05-27,12,7.48
2486,4,2024-05-27,19,8.44
2487,4,2024-05-28,12,7.58
2488,4,2024-05-28,19,8.41
2489,4,2024-05-29,12,8.02
2490,4,2024-05-29,19,7.6
2491,4,2024-05-30,12,7.53
2492,4,2024-05-30,19,7.16
2493,4,2024-05-31,12,9.94
2494,4,2024-05-31,19,7.57
2495,4,2024-06-01,12,5.69
2496,4,2024-06-01,19,6.69
2497,4,2024-06-02,12,6.0
2498,4,2024-06-02,19,6.54
2499,4,2024-06-03,12,8.11
2500,4,2024-06-03,19,7.63
2501,4,2024-06-04,12,6.11
2502,4,2024-06-04,19,5.9
2503,4,2024-06-05,12,9.18
2504,4,2024-06-05,19,5.92
2505,4,2024-06-06,12,7.09
2506,4,2024-06-06,19,8.32
2507,4,2024-06-07,12,6.99
2508,4,2024-06-07,19,8.13
2509,4,2024-06-08,12,6.58
2510,4,2024-06-08,19,6.95
2511,4,2024-06-09,12,5.55
2512,4,2024-06-09,19,6.15
2513,4,2024-06-10,12,8.01
2514,4,2024-06-10,19,8.41
2515,4,2024-06-11,12,6.03
2516,4,2024-06-11,19,9.07
2517,4,2024-06-12,12,6.83
2518,4,2024-06-12,19,8.08
2519,4,2024-06-13,12,7.17
2520,4,2024-06-13,19,5.93
2521,4,2024-06-14,12,8.24
2522,4,2024-06-14,19,6.39
2523,4,2024-06-15,12,5.9
2524,4,2024-06-15,19,5.3
2525,4,2024-06-16,12,4.2
2526,4,2024-06-16,19,4.25
2527,4,2024-06-17,12,9.28
2528,4,2024-06-17,19,9.01
2529,4,2024-06-18,12,7.55
2530,4,2024-06-18,19,7.72
2531,4,2024-06-19,12,7.86
2532,4,2024-06-19,19,6.52
2533,4,2024-06-20,12,8.16
2534,4,2024-06-20,19,8.09
2535,4,2024-06-21,12,7.65
2536,4,2024-06-21,19,7.23
2537,4,2024-06-22,12,5.44
2538,4,2024-06-22,19,7.16
2539,4,2024-06-23,12,5.02
2540,4,2024-06-23,19,5.32
2541,4,2024-06-24,12,7.99
2542,4,2024-06-24,19,8.25
2543,4,2024-06-25,12,7.59
2544,4,2024-06-25,19,8.19
2545,4,2024-06-26,12,8.55
2546,4,2024-06-26,19,7.63
2547,4,2024-06-27,12,8.44
2548,4,2024-06-27,19,7.49
2549,4,2024-06-28,12,6.35
2550,4,2024-06-28,19,7.95
2551,4,2024-06-29,12,4.48
2552,4,2024-06-29,19,6.28
2553,4,2024-06-30,12,6.94
2554,4,2024-06-30,19,5.47
2555,4,2024-07-01,12,8.51
2556,4,2024-07-01,19,8.23
2557,4,2024-07-02,12,7.37
2558,4,2024-07-02,19,7.66
2559,4,2024-07-03,12,9.1
2560,4,2024-07-03,19,8.69
2561,4,2024-07-04,12,7.17
2562,4,2024-07-04,19,6.48
2563,4,2024-07-05,12,8.37
2564,4,2024-07-05,19,7.8
2565,4,2024-07-06,12,4.47
2566,4,2024-07-06,19,5.19
2567,4,2024-07-07,12,5.53
2568,4,2024-07-07,19,5.44
2569,4,2024-07-08,12,7.73
2570,4,2024-07-08,19,8.71
2571,4,2024-07-09,12,6.13
2572,4,2024-07-09,19,9.04
2573,4,2024-07-10,12,7.31
2574,4,2024-07-10,19,7.75
2575,4,2024-07-11,12,8.39
2576,4,2024-07-11,19,8.81
2577,4,2024-07-12,12,10.0
2578,4,2024-07-12,19,7.22
2579,4,2024-07-13,12,6.36
2580,4,2024-07-13,19,6.84
2581,4,2024-07-14,12,4.19
2582,4,2024-07-14,19,6.83
2583,4,2024-07-15,12,7.22
2584,4,2024-07-15,19,8.73
2585,4,2024-07-16,12,7.06
2586,4,2024-07-16,19,6.25
2587,4,2024-07-17,12,7.93
2588,4,2024-07-17,19,6.94
2589,4,2024-07-18,12,8.17
2590,4,2024-07-18,19,9.02
2591,4,2024-07-19,12,6.93
2592,4,2024-07-19,19,9.25
2593,4,2024-07-20,12,5.86
2594,4,2024-07-20,19,6.88
2595,4,2024-07-21,12,5.78
2596,4,2024-07-21,19,5.12
