user_id,signup_date,city_id,acquisition_channel,referred_by_user_id,is_premium_member,premium_start_date,age_band,gender,device_type,signup_channel_cost,is_churned,churned_at
684,2024-12-04,2,organic,,False,,35-44,male,Android,,False,
685,2024-12-26,5,paid_social,,False,,25-34,female,iOS,162.82,False,
686,2024-12-28,1,referral,92,False,,35-44,male,Android,63.6,False,
687,2024-12-25,6,paid_search,,False,,25-34,male,Android,207.04,False,
688,2024-04-20,3,paid_social,,False,,18-24,female,Android,177.12,False,
689,2024-12-08,2,organic,,False,,35-44,male,Android,,False,
690,2024-06-13,1,organic,,False,,25-34,male,Android,,False,
691,2024-03-03,2,organic,,False,,18-24,male,Android,,False,
692,2024-01-06,1,paid_social,,False,,45+,female,Android,155.1,False,
693,2024-06-29,6,paid_social,,False,,18-24,male,Android,198.6,False,
694,2024-12-01,4,paid_search,,False,,18-24,female,iOS,194.09,False,
695,2024-08-15,6,organic,,False,,25-34,female,Android,,False,
696,2024-12-02,5,organic,,False,,25-34,male,Android,,False,
697,2024-10-11,7,organic,,True,2024-11-29,18-24,male,iOS,,False,
698,2024-12-18,4,organic,,False,,35-44,other,Android,,False,
699,2024-06-21,1,paid_social,,False,,25-34,male,iOS,199.26,False,
700,2024-11-28,1,paid_social,,False,,25-34,male,iOS,189.1,False,
701,2024-12-26,1,paid_social,,False,,18-24,male,Android,171.49,False,
702,2024-08-07,2,organic,,False,,35-44,male,Android,,False,
703,2024-12-08,2,paid_social,,False,,25-34,male,Android,163.46,False,
704,2024-08-13,2,paid_social,,False,,18-24,male,iOS,167.44,False,
705,2024-06-11,3,referral,494,False,,45+,male,Android,58.38,False,
706,2024-12-10,4,referral,321,True,2024-12-20,25-34,male,Android,63.27,False,
707,2024-11-10,2,organic,,True,2024-11-21,18-24,male,Android,,False,
708,2024-12-01,8,organic,,False,,25-34,male,Android,,False,
709,2024-12-14,2,paid_social,,False,,18-24,female,Android,175.42,False,
710,2024-08-29,2,paid_search,,False,,18-24,female,Android,220.48,False,
711,2024-05-24,2,referral,32,False,,18-24,male,Android,62.59,False,
712,2024-03-18,2,paid_social,,False,,25-34,male,iOS,157.42,False,
713,2024-12-12,1,paid_social,,False,,25-34,female,Android,205.22,False,
714,2024-10-17,6,paid_social,,False,,45+,male,Android,153.91,False,
715,2024-05-13,2,paid_social,,False,,25-34,male,Android,198.5,False,
716,2024-08-17,7,paid_search,,False,,25-34,male,Android,235.16,False,
717,2024-09-02,2,referral,200,False,,25-34,male,Android,60.14,False,
718,2024-08-28,1,paid_social,,False,,18-24,female,Android,182.83,False,
719,2024-08-02,3,paid_social,,False,,35-44,female,Android,162.66,False,
720,2024-06-26,3,referral,680,False,,35-44,male,Android,64.32,False,
721,2024-04-13,2,organic,,False,,25-34,male,Android,,False,
722,2024-07-27,2,organic,,True,2024-08-19,18-24,female,Android,,False,
723,2024-10-29,4,paid_search,,False,,45+,male,Android,195.27,False,
724,2024-02-08,5,organic,,False,,35-44,male,iOS,,False,
725,2024-10-12,2,organic,,False,,18-24,male,Android,,False,
726,2024-08-09,2,organic,,False,,25-34,male,Android,,False,
727,2024-05-27,1,referral,531,False,,18-24,female,Android,57.98,False,
728,2024-07-10,3,paid_search,,True,2024-11-03,25-34,male,iOS,242.8,False,
729,2024-05-29,2,organic,,False,,18-24,female,Android,,False,
730,2024-05-27,1,paid_social,,False,,25-34,male,Android,200.99,False,
731,2024-12-03,2,referral,243,False,,18-24,female,Android,61.3,False,
732,2024-04-12,7,paid_social,,False,,25-34,female,iOS,173.92,False,
733,2024-10-13,2,paid_search,,False,,18-24,male,iOS,213.92,False,
734,2024-08-21,4,organic,,False,,25-34,female,Android,,False,
735,2024-11-05,2,referral,590,False,,25-34,male,Android,65.18,False,
736,2024-10-27,1,referral,412,False,,18-24,female,iOS,54.38,False,
737,2024-09-06,2,paid_search,,False,,25-34,female,Android,226.28,False,
738,2024-11-01,2,organic,,False,,18-24,male,iOS,,False,
739,2024-06-05,2,paid_social,,False,,18-24,male,Android,191.59,False,
740,2024-06-02,2,organic,,False,,25-34,male,Android,,False,
741,2024-10-02,4,organic,,False,,35-44,female,Android,,False,
742,2024-08-18,1,organic,,False,,45+,female,Android,,False,
743,2024-06-30,1,organic,,False,,25-34,female,Android,,False,
744,2024-12-13,1,organic,,True,2024-12-22,35-44,male,Android,,False,
745,2024-05-28,4,organic,,False,,25-34,female,Android,,False,
746,2024-10-12,3,paid_search,,True,2024-12-20,25-34,female,Android,198.0,False,
747,2024-10-22,1,paid_social,,False,,18-24,female,Android,165.69,False,
748,2024-06-23,1,paid_social,,False,,25-34,female,iOS,179.28,False,
749,2024-12-03,1,referral,322,False,,25-34,male,Android,62.43,False,
750,2024-02-10,3,organic,,False,,18-24,male,Android,,False,
751,2024-05-18,1,paid_search,,False,,35-44,male,Android,199.55,False,
752,2024-07-01,6,paid_social,,False,,18-24,female,Android,166.27,False,
753,2024-12-26,3,organic,,False,,25-34,male,iOS,,False,
754,2024-06-17,3,paid_social,,False,,18-24,male,Android,182.68,False,
755,2024-06-26,9,organic,,False,,25-34,female,Android,,False,
756,2024-06-17,9,paid_social,,False,,25-34,male,iOS,168.89,False,
757,2024-05-28,2,paid_social,,False,,35-44,male,Android,161.07,False,
758,2024-08-03,1,organic,,False,,25-34,female,Android,,False,
759,2024-12-17,2,organic,,False,,35-44,male,Android,,False,
760,2024-12-29,6,paid_social,,False,,35-44,female,Android,190.23,False,
761,2024-06-24,4,organic,,False,,35-44,male,Android,,False,
762,2024-06-21,10,paid_social,,False,,25-34,female,iOS,198.18,False,
763,2024-04-10,1,paid_search,,False,,18-24,male,Android,226.7,False,
764,2024-06-28,8,paid_social,,False,,18-24,male,Android,182.93,False,
765,2024-12-12,1,push_reactivation,,False,,18-24,male,iOS,37.6,False,
766,2024-08-28,7,organic,,True,2024-12-14,35-44,female,Android,,False,
767,2024-07-02,2,paid_search,,False,,35-44,male,iOS,208.86,False,
768,2024-06-17,5,referral,63,False,,18-24,male,Android,52.58,False,
769,2024-07-04,2,paid_social,,False,,45+,female,Android,177.58,False,
770,2024-08-03,3,referral,734,False,,35-44,male,Android,64.2,False,
771,2024-10-25,2,referral,566,True,2024-11-13,18-24,male,Android,66.07,False,
772,2024-01-14,2,paid_social,,False,,25-34,male,Android,181.53,False,
773,2024-03-04,1,paid_search,,False,,35-44,female,Android,188.5,False,
774,2024-10-17,2,organic,,False,,35-44,female,Android,,False,
775,2024-07-11,1,paid_search,,False,,18-24,male,Android,222.83,False,
776,2024-05-06,8,organic,,True,2024-07-28,18-24,male,Android,,False,
777,2024-06-05,1,push_reactivation,,False,,25-34,male,Android,44.93,False,
778,2024-06-23,2,organic,,True,2024-12-18,25-34,male,Android,,False,
779,2024-08-23,1,paid_social,,True,2024-10-11,18-24,female,iOS,160.43,False,
780,2024-07-31,2,paid_social,,False,,18-24,male,Android,191.47,False,
781,2024-09-16,2,organic,,False,,25-34,male,Android,,False,
782,2024-10-09,9,paid_social,,False,,35-44,male,Android,163.88,False,
783,2024-06-10,6,paid_search,,False,,25-34,male,Android,236.61,False,
784,2024-05-16,2,referral,35,True,2024-07-03,35-44,male,Android,61.53,False,
785,2024-07-05,2,paid_search,,False,,45+,female,iOS,247.52,False,
786,2024-11-29,1,paid_social,,False,,35-44,male,iOS,193.85,False,
787,2024-12-21,8,organic,,False,,25-34,male,Android,,False,
788,2024-11-11,9,paid_social,,False,,25-34,male,iOS,169.59,False,
789,2024-10-13,2,paid_search,,False,,18-24,male,Android,225.51,False,
790,2024-09-13,2,referral,200,False,,18-24,female,iOS,64.07,False,
791,2024-06-24,3,organic,,False,,25-34,male,Android,,False,
792,2024-10-05,9,organic,,False,,18-24,female,Android,,False,
793,2024-07-06,1,organic,,False,,35-44,male,Android,,False,
794,2024-04-25,6,referral,578,False,,25-34,female,iOS,67.58,False,
795,2024-06-06,1,organic,,False,,35-44,female,Android,,False,
796,2024-11-22,5,organic,,False,,18-24,female,Android,,False,
797,2024-06-25,4,organic,,False,,35-44,female,Android,,False,
798,2024-12-11,10,paid_search,,False,,45+,female,Android,230.41,False,
799,2024-08-03,1,paid_social,,False,,18-24,male,iOS,197.23,False,
800,2024-12-05,6,push_reactivation,,False,,35-44,male,Android,39.13,False,
801,2024-12-30,1,organic,,False,,25-34,female,Android,,False,
802,2024-10-27,4,organic,,False,,18-24,female,iOS,,False,
803,2024-05-14,3,organic,,False,,18-24,male,Android,,False,
804,2024-12-15,3,paid_social,,False,,25-34,male,Android,173.93,False,
805,2024-06-30,2,organic,,False,,18-24,female,Android,,False,
806,2024-07-24,3,organic,,False,,35-44,male,Android,,False,
807,2024-05-29,2,paid_search,,False,,25-34,male,iOS,204.66,False,
808,2024-08-19,3,organic,,False,,18-24,male,Android,,False,
809,2024-08-25,1,paid_search,,False,,25-34,female,iOS,187.4,False,
810,2024-12-14,1,referral,768,False,,25-34,male,iOS,57.43,False,
811,2024-03-28,6,paid_search,,False,,18-24,male,iOS,200.48,False,
812,2024-11-19,6,referral,281,False,,35-44,male,Android,68.29,False,
813,2024-08-12,3,organic,,False,,35-44,male,iOS,,False,
814,2024-09-06,3,organic,,False,,18-24,male,Android,,False,
815,2024-04-07,2,organic,,False,,18-24,female,iOS,,False,
816,2024-04-22,2,paid_social,,False,,18-24,female,Android,158.22,False,
817,2024-10-17,4,organic,,False,,25-34,female,iOS,,False,
818,2024-02-10,7,organic,,False,,25-34,female,iOS,,False,
819,2024-12-04,1,organic,,False,,35-44,male,Android,,False,
820,2024-06-02,8,organic,,False,,18-24,female,Android,,False,
821,2024-02-08,4,organic,,True,2024-09-05,18-24,female,iOS,,False,
822,2024-07-17,4,organic,,False,,35-44,female,Android,,False,
823,2024-09-08,1,paid_social,,False,,45+,male,Android,170.66,False,
824,2024-04-24,6,paid_social,,False,,25-34,female,Android,176.96,False,
825,2024-12-12,5,organic,,False,,45+,female,Android,,False,
826,2024-11-25,1,paid_social,,False,,35-44,male,Android,171.72,False,
827,2024-07-19,2,organic,,False,,25-34,female,Android,,False,
828,2024-09-12,10,organic,,False,,25-34,female,Android,,False,
829,2024-06-21,2,organic,,False,,18-24,female,iOS,,False,
830,2024-06-27,6,organic,,False,,18-24,female,Android,,False,
831,2024-04-02,6,organic,,False,,18-24,female,Android,,False,
832,2024-05-16,2,paid_search,,True,2024-09-12,25-34,female,Android,196.77,False,
833,2024-04-16,1,push_reactivation,,False,,35-44,female,Android,42.12,False,
834,2024-07-04,10,referral,227,False,,25-34,male,Android,63.9,False,
835,2024-09-29,2,paid_social,,False,,18-24,female,Android,195.72,False,
836,2024-12-12,3,paid_social,,False,,25-34,male,iOS,184.02,False,
837,2024-12-11,6,paid_social,,True,2024-12-23,25-34,female,Android,183.05,False,
838,2024-10-24,2,organic,,False,,25-34,male,Android,,False,
839,2024-11-23,2,referral,204,False,,25-34,female,Android,52.24,False,
840,2024-01-24,1,referral,20,False,,18-24,male,Android,64.23,False,
841,2024-05-10,3,paid_social,,True,2024-09-30,25-34,male,Android,156.84,False,
842,2024-02-29,4,paid_social,,False,,35-44,male,Android,174.14,False,
843,2024-05-30,1,paid_social,,False,,18-24,female,Android,157.39,False,
844,2024-09-23,1,paid_social,,False,,45+,female,Android,168.59,False,
845,2024-11-02,1,paid_social,,False,,18-24,male,Android,153.83,False,
846,2024-06-10,2,paid_search,,False,,25-34,female,Android,230.37,False,
847,2024-09-11,7,paid_social,,False,,25-34,female,Android,201.8,False,
848,2024-12-01,1,paid_social,,False,,25-34,male,Android,162.36,False,
849,2024-05-16,5,paid_search,,False,,18-24,male,iOS,245.87,False,
850,2024-11-03,3,organic,,True,2024-12-09,35-44,male,iOS,,False,
851,2024-03-31,3,organic,,False,,25-34,male,iOS,,False,
852,2024-11-24,5,organic,,False,,35-44,female,iOS,,False,
853,2024-10-18,1,organic,,False,,35-44,other,Android,,False,
854,2024-04-01,3,paid_search,,True,2024-12-05,35-44,female,iOS,191.25,False,
855,2024-10-08,2,organic,,False,,18-24,male,iOS,,False,
856,2024-10-16,2,paid_search,,False,,25-34,female,iOS,197.29,False,
857,2024-07-23,4,referral,169,False,,35-44,female,Android,62.53,False,
858,2024-05-11,4,push_reactivation,,False,,18-24,male,iOS,45.62,False,
859,2024-11-03,5,organic,,False,,18-24,male,Android,,False,
860,2024-03-03,1,organic,,False,,35-44,female,Android,,False,
861,2024-08-02,2,paid_social,,False,,35-44,female,iOS,186.28,False,
862,2024-06-05,2,paid_social,,True,2024-10-29,25-34,female,Android,165.07,False,
863,2024-12-30,4,push_reactivation,,False,,18-24,female,iOS,39.58,False,
864,2024-11-18,8,paid_search,,False,,25-34,male,Android,217.56,False,
865,2024-11-08,4,referral,780,False,,25-34,male,Android,60.35,False,
866,2024-09-27,1,paid_search,,False,,35-44,female,iOS,224.25,False,
867,2024-03-10,4,paid_search,,True,2024-10-07,25-34,female,Android,220.91,False,
868,2024-11-13,7,organic,,False,,25-34,male,Android,,False,
869,2024-11-26,2,referral,619,False,,18-24,female,Android,54.13,False,
870,2024-09-05,1,paid_search,,False,,25-34,female,Android,231.28,False,
871,2024-03-30,1,paid_search,,False,,18-24,male,Android,220.83,False,
872,2024-06-15,1,paid_social,,False,,45+,male,Android,177.96,False,
873,2024-11-11,1,push_reactivation,,True,2024-12-30,18-24,female,Android,44.36,False,
874,2024-09-01,4,paid_social,,False,,18-24,female,iOS,166.63,False,
875,2024-10-14,3,organic,,False,,35-44,male,Android,,False,
876,2024-10-05,10,organic,,True,2024-10-30,18-24,male,Android,,False,
877,2024-09-27,1,organic,,False,,18-24,male,Android,,False,
878,2024-11-11,1,push_reactivation,,True,2024-12-03,18-24,female,Android,39.91,False,
879,2024-12-23,5,paid_social,,False,,18-24,female,Android,180.96,False,
880,2024-11-24,3,paid_social,,False,,18-24,male,iOS,156.3,False,
881,2024-08-18,2,paid_search,,False,,18-24,male,iOS,228.94,False,
882,2024-04-04,8,paid_social,,False,,25-34,female,iOS,167.72,False,
883,2024-12-01,3,organic,,False,,18-24,female,Android,,False,
884,2024-09-15,1,organic,,False,,35-44,female,Android,,False,
885,2024-12-29,4,organic,,False,,18-24,male,Android,,False,
886,2024-06-03,10,paid_social,,False,,25-34,female,Android,188.4,False,
887,2024-11-19,7,organic,,False,,18-24,female,Android,,False,
888,2024-10-09,2,organic,,False,,25-34,male,Android,,False,
889,2024-10-06,2,paid_social,,False,,25-34,male,Android,157.07,False,
890,2024-08-28,1,organic,,False,,18-24,female,Android,,False,
891,2024-10-01,4,paid_search,,True,2024-10-28,25-34,other,iOS,212.45,False,
892,2024-05-27,2,paid_search,,False,,25-34,male,Android,209.77,False,
893,2024-11-21,1,organic,,False,,25-34,male,Android,,False,
894,2024-12-19,2,paid_social,,False,,45+,female,Android,158.84,False,
895,2024-07-22,7,paid_social,,False,,35-44,male,Android,197.06,False,
896,2024-09-17,5,organic,,True,2024-10-06,25-34,female,iOS,,False,
897,2024-11-28,4,paid_search,,True,2024-12-17,25-34,male,Android,233.41,False,
898,2024-04-29,2,paid_search,,False,,45+,female,Android,236.09,False,
899,2024-12-03,9,paid_search,,False,,18-24,female,Android,244.49,False,
900,2024-07-19,2,paid_social,,True,2024-12-18,35-44,female,Android,159.72,False,
901,2024-05-27,4,paid_social,,True,2024-12-30,35-44,other,Android,177.48,False,
902,2024-07-25,4,paid_social,,False,,25-34,male,Android,158.19,False,
903,2024-11-26,2,organic,,True,2024-12-12,18-24,female,iOS,,False,
904,2024-12-05,2,referral,450,False,,25-34,male,iOS,58.26,False,
905,2024-08-24,6,organic,,False,,18-24,female,Android,,False,
906,2024-01-27,7,organic,,False,,25-34,female,Android,,False,
907,2024-03-14,1,paid_search,,True,2024-03-30,25-34,male,Android,199.67,False,
908,2024-11-15,3,paid_social,,False,,35-44,male,Android,166.04,False,
909,2024-09-29,2,referral,164,False,,18-24,male,Android,68.5,False,
910,2024-04-22,2,paid_social,,False,,35-44,male,iOS,163.68,False,
911,2024-12-26,1,organic,,False,,25-34,male,Android,,False,
912,2024-06-12,2,push_reactivation,,False,,25-34,male,iOS,38.94,False,
913,2024-01-04,3,organic,,False,,25-34,male,Android,,False,
914,2024-07-02,3,organic,,True,2024-12-22,18-24,male,Android,,False,
915,2024-10-27,1,organic,,False,,18-24,female,Android,,False,
916,2024-05-11,10,paid_social,,False,,18-24,female,Android,163.22,False,
917,2024-10-08,3,paid_search,,False,,35-44,female,iOS,208.54,False,
918,2024-07-16,2,organic,,False,,18-24,male,Android,,False,
919,2024-01-14,1,paid_search,,False,,25-34,female,iOS,232.5,False,
920,2024-10-09,7,referral,692,False,,25-34,other,Android,59.28,False,
921,2024-07-27,6,paid_social,,False,,35-44,male,Android,175.98,False,
922,2024-08-08,2,organic,,False,,35-44,female,Android,,False,
923,2024-10-28,1,referral,665,False,,25-34,female,Android,55.73,False,
924,2024-05-16,2,paid_social,,False,,35-44,male,Android,155.38,False,
925,2024-12-28,4,paid_social,,False,,18-24,male,Android,179.91,False,
926,2024-07-28,1,organic,,True,2024-10-22,35-44,male,iOS,,False,
927,2024-07-23,1,paid_social,,False,,25-34,female,Android,166.37,False,
928,2024-08-09,3,paid_social,,False,,18-24,male,Android,164.66,False,
929,2024-08-24,1,organic,,False,,25-34,female,Android,,False,
930,2024-11-19,4,organic,,False,,18-24,male,Android,,False,
931,2024-11-24,3,paid_social,,False,,18-24,female,Android,187.56,False,
932,2024-03-27,4,paid_search,,False,,25-34,female,Android,250.59,False,
933,2024-08-07,2,paid_social,,False,,25-34,male,Android,202.29,False,
934,2024-06-06,2,paid_search,,True,2024-09-10,25-34,female,Android,196.13,False,
935,2024-11-15,1,organic,,True,2024-12-19,25-34,male,Android,,False,
936,2024-02-10,2,organic,,False,,18-24,female,iOS,,False,
937,2024-03-08,4,paid_search,,False,,18-24,female,Android,204.72,False,
938,2024-08-30,9,push_reactivation,,False,,35-44,female,iOS,38.01,False,
939,2024-12-29,1,organic,,False,,35-44,female,Android,,False,
940,2024-12-23,1,organic,,False,,25-34,male,iOS,,False,
941,2024-03-26,3,referral,436,False,,35-44,male,iOS,66.28,False,
942,2024-12-20,4,organic,,False,,25-34,male,Android,,False,
943,2024-08-25,2,referral,290,False,,35-44,male,Android,55.16,False,
944,2024-05-12,2,paid_search,,False,,18-24,male,iOS,225.22,False,
945,2024-08-31,4,paid_social,,False,,25-34,male,Android,193.3,False,
946,2024-10-25,2,paid_search,,False,,25-34,male,Android,246.77,False,
947,2024-12-20,3,referral,409,False,,35-44,female,iOS,59.91,False,
948,2024-08-08,2,organic,,False,,25-34,female,Android,,False,
949,2024-08-20,3,organic,,False,,25-34,male,iOS,,False,
950,2024-07-16,2,paid_social,,False,,35-44,female,Android,164.11,False,
951,2024-12-25,1,referral,849,False,,18-24,female,Android,56.12,False,
952,2024-08-17,1,referral,417,False,,35-44,male,iOS,66.7,False,
953,2024-06-17,1,organic,,False,,18-24,male,Android,,False,
954,2024-07-02,1,organic,,False,,35-44,female,Android,,False,
955,2024-09-13,6,paid_search,,False,,18-24,male,Android,197.63,False,
956,2024-10-27,2,push_reactivation,,False,,18-24,male,iOS,36.51,False,
957,2024-08-09,3,paid_search,,False,,25-34,male,iOS,222.26,False,
958,2024-10-19,1,organic,,False,,25-34,female,Android,,False,
959,2024-02-07,5,organic,,False,,25-34,male,Android,,False,
960,2024-08-11,3,organic,,False,,25-34,male,Android,,False,
961,2024-07-01,1,paid_search,,False,,45+,female,iOS,224.95,False,
962,2024-05-29,8,organic,,False,,25-34,female,iOS,,False,
963,2024-06-24,1,organic,,False,,18-24,female,iOS,,False,
964,2024-08-20,4,referral,816,False,,18-24,female,Android,60.19,False,
965,2024-06-14,3,paid_social,,False,,35-44,female,iOS,199.19,False,
966,2024-07-30,4,referral,956,False,,18-24,male,iOS,68.85,False,
967,2024-08-06,1,organic,,False,,35-44,male,iOS,,False,
968,2024-10-30,3,push_reactivation,,False,,25-34,male,iOS,44.66,False,
969,2024-06-12,2,referral,41,True,2024-08-20,18-24,male,Android,66.28,False,
970,2024-07-21,2,paid_social,,False,,25-34,female,iOS,202.4,False,
971,2024-02-23,6,paid_search,,False,,25-34,female,Android,190.08,False,
972,2024-05-10,6,paid_search,,False,,35-44,female,Android,196.87,False,
973,2024-06-27,2,push_reactivation,,True,2024-12-04,18-24,male,iOS,39.38,False,
974,2024-06-27,3,organic,,False,,18-24,male,iOS,,False,
975,2024-10-22,1,organic,,False,,18-24,male,Android,,False,
976,2024-08-30,2,referral,165,False,,45+,male,Android,67.06,False,
977,2024-11-26,2,organic,,False,,35-44,male,iOS,,False,
978,2024-06-04,2,paid_search,,False,,25-34,female,Android,192.18,False,
979,2024-12-02,7,organic,,False,,25-34,male,iOS,,False,
980,2024-08-10,2,referral,614,False,,25-34,female,Android,61.35,False,
981,2024-09-07,2,referral,829,False,,25-34,male,iOS,61.92,False,
982,2024-12-24,1,push_reactivation,,False,,35-44,male,Android,43.85,False,
983,2024-06-10,2,organic,,False,,35-44,male,Android,,False,
984,2024-10-19,1,paid_social,,False,,25-34,male,Android,196.38,False,
985,2024-03-28,2,paid_social,,True,2024-12-31,18-24,female,Android,153.94,False,
986,2024-11-30,2,organic,,True,2024-12-12,18-24,female,Android,,False,
987,2024-08-31,2,organic,,False,,18-24,male,iOS,,False,
988,2024-06-05,5,organic,,False,,18-24,male,Android,,False,
989,2024-01-27,2,paid_search,,False,,18-24,female,Android,229.36,False,
990,2024-03-08,5,paid_search,,False,,18-24,male,Android,225.24,False,
991,2024-11-13,1,paid_social,,False,,18-24,male,Android,154.28,False,
992,2024-04-01,1,organic,,True,2024-12-15,25-34,female,iOS,,False,
993,2024-10-13,2,paid_social,,False,,25-34,female,iOS,181.13,False,
994,2024-08-06,10,organic,,False,,18-24,female,Android,,False,
995,2024-10-25,8,paid_search,,False,,35-44,male,Android,218.48,False,
996,2024-08-31,9,paid_social,,False,,25-34,female,Android,189.88,False,
997,2024-08-16,3,referral,849,False,,35-44,male,Android,66.98,False,
998,2024-12-18,7,paid_search,,False,,25-34,male,iOS,223.82,False,
999,2024-11-19,7,paid_social,,False,,18-24,female,Android,168.09,False,
1000,2024-06-01,5,referral,63,True,2024-12-14,25-34,male,Android,68.63,False,
1001,2024-09-06,3,referral,616,False,,35-44,male,Android,53.83,False,
1002,2024-10-02,3,paid_search,,False,,25-34,male,Android,235.83,False,
1003,2024-07-22,9,paid_social,,False,,25-34,male,Android,159.98,False,
1004,2024-11-03,2,paid_social,,False,,35-44,female,Android,196.53,False,
1005,2024-12-25,6,organic,,False,,35-44,male,Android,,False,
1006,2024-07-17,4,organic,,True,2024-12-25,18-24,female,Android,,False,
1007,2024-08-15,2,referral,78,False,,35-44,female,Android,51.3,False,
1008,2024-03-22,5,paid_search,,False,,18-24,male,Android,245.42,False,
1009,2024-12-10,5,referral,417,False,,35-44,male,iOS,56.71,False,
1010,2024-07-27,3,organic,,False,,25-34,female,Android,,False,
1011,2024-07-24,3,paid_social,,False,,35-44,male,Android,182.59,False,
1012,2024-09-30,2,organic,,False,,25-34,male,Android,,False,
1013,2024-11-05,1,paid_search,,False,,35-44,female,Android,211.74,False,
1014,2024-09-13,3,paid_search,,False,,18-24,male,Android,199.54,False,
1015,2024-08-26,1,paid_social,,False,,25-34,female,Android,200.79,False,
1016,2024-11-12,4,organic,,False,,25-34,male,Android,,False,
1017,2024-05-15,4,referral,37,True,2024-06-10,45+,female,iOS,54.42,False,
1018,2024-08-25,4,organic,,False,,25-34,male,iOS,,False,
1019,2024-09-30,3,referral,162,False,,18-24,female,Android,59.89,False,
1020,2024-05-02,6,organic,,False,,45+,female,Android,,False,
1021,2024-12-28,7,referral,93,False,,18-24,male,Android,57.11,False,
1022,2024-05-19,3,push_reactivation,,False,,35-44,male,Android,45.95,False,
1023,2024-07-09,6,organic,,False,,18-24,male,Android,,False,
1024,2024-12-09,8,organic,,False,,25-34,male,Android,,False,
1025,2024-02-25,4,referral,544,False,,25-34,male,Android,61.14,False,
1026,2024-05-29,2,paid_social,,False,,25-34,male,Android,154.41,False,
1027,2024-10-09,1,paid_social,,False,,45+,male,Android,196.3,False,
1028,2024-09-27,2,referral,298,False,,18-24,male,Android,62.2,False,
1029,2024-04-14,2,paid_search,,False,,45+,male,Android,187.91,False,
1030,2024-10-20,4,organic,,False,,35-44,female,iOS,,False,
1031,2024-12-28,9,paid_social,,False,,25-34,female,iOS,193.34,False,
1032,2024-12-05,4,organic,,False,,18-24,female,iOS,,False,
1033,2024-11-13,2,paid_social,,False,,18-24,male,iOS,180.47,False,
1034,2024-06-29,4,push_reactivation,,False,,25-34,female,Android,36.9,False,
1035,2024-10-23,6,paid_search,,True,2024-12-23,35-44,male,Android,224.19,False,
1036,2024-09-24,5,paid_social,,False,,35-44,female,iOS,194.79,False,
1037,2024-09-24,1,push_reactivation,,False,,35-44,male,Android,35.43,False,
1038,2024-09-11,3,paid_social,,False,,18-24,female,Android,202.09,False,
1039,2024-03-30,2,paid_social,,False,,25-34,female,iOS,182.04,False,
1040,2024-07-17,2,organic,,False,,25-34,male,iOS,,False,
1041,2024-05-17,2,paid_search,,False,,45+,male,iOS,233.54,False,
1042,2024-07-02,3,referral,210,True,2024-08-24,18-24,male,Android,61.76,False,
1043,2024-06-10,5,paid_search,,False,,35-44,female,Android,221.23,False,
1044,2024-11-30,2,referral,232,False,,25-34,male,iOS,64.38,False,
1045,2024-08-15,2,paid_search,,True,2024-11-04,18-24,female,Android,190.55,False,
1046,2024-10-26,6,organic,,False,,25-34,male,Android,,False,
1047,2024-09-12,2,push_reactivation,,False,,25-34,male,Android,45.76,False,
1048,2024-09-25,2,organic,,False,,35-44,male,Android,,False,
1049,2024-05-23,6,organic,,True,2024-09-20,25-34,male,iOS,,False,
1050,2024-12-05,9,paid_search,,False,,18-24,male,iOS,230.57,False,
1051,2024-12-22,2,paid_social,,False,,18-24,female,Android,170.59,False,
1052,2024-07-19,2,paid_social,,False,,35-44,male,Android,159.75,False,
1053,2024-07-31,4,organic,,True,2024-08-15,18-24,male,iOS,,False,
1054,2024-10-26,2,paid_search,,False,,25-34,male,Android,215.18,False,
1055,2024-09-06,2,paid_search,,False,,45+,male,iOS,217.48,False,
1056,2024-11-17,4,paid_search,,False,,25-34,female,iOS,239.46,False,
1057,2024-06-15,1,organic,,False,,25-34,female,iOS,,False,
1058,2024-11-07,7,referral,403,False,,25-34,male,Android,55.74,False,
1059,2024-07-09,6,organic,,False,,18-24,male,Android,,False,
1060,2024-10-06,2,paid_social,,False,,45+,female,Android,171.22,False,
1061,2024-09-06,2,paid_search,,False,,25-34,male,Android,246.16,False,
1062,2024-07-29,2,organic,,False,,35-44,male,iOS,,False,
1063,2024-07-02,6,paid_social,,False,,25-34,female,Android,198.97,False,
1064,2024-08-05,3,organic,,False,,18-24,male,Android,,False,
1065,2024-04-29,10,paid_social,,False,,18-24,female,iOS,191.5,False,
1066,2024-07-09,5,paid_search,,False,,25-34,female,iOS,235.07,False,
1067,2024-09-19,4,paid_search,,False,,45+,male,Android,236.12,False,
1068,2024-09-21,3,paid_social,,False,,45+,male,Android,183.82,False,
1069,2024-05-17,2,paid_social,,False,,25-34,female,Android,154.18,False,
1070,2024-07-16,4,organic,,True,2024-09-03,45+,female,Android,,False,
1071,2024-06-11,1,paid_social,,False,,18-24,male,Android,190.26,False,
1072,2024-07-04,3,organic,,False,,25-34,male,Android,,False,
1073,2024-08-26,8,paid_search,,False,,35-44,female,Android,250.09,False,
1074,2024-07-21,5,organic,,True,2024-10-19,25-34,male,Android,,False,
1075,2024-02-23,3,organic,,False,,25-34,female,Android,,False,
1076,2024-09-26,2,paid_search,,False,,35-44,male,Android,191.51,False,
1077,2024-05-24,1,organic,,False,,18-24,female,Android,,False,
