partner_id,city_id,joined_date,vehicle_type,avg_rating,is_active,shift_type
547,5,2024-12-15,bike,4.5,True,part_time
548,7,2024-07-09,bike,4.5,True,full_time
549,3,2024-03-09,bike,4.4,True,full_time
550,7,2024-11-06,bike,4.6,True,part_time
551,10,2024-06-14,scooter,3.9,True,part_time
552,2,2024-02-02,bike,5.0,True,peak_hours_only
553,3,2024-03-13,scooter,4.4,True,part_time
554,9,2024-01-10,scooter,4.0,True,peak_hours_only
555,10,2024-10-16,bicycle,4.6,False,part_time
556,5,2024-12-14,bike,4.3,False,peak_hours_only
557,3,2024-03-01,scooter,4.2,True,part_time
558,10,2024-01-26,bike,4.3,True,part_time
559,10,2024-04-15,scooter,4.0,True,part_time
560,5,2024-04-26,scooter,4.5,True,full_time
561,7,2024-10-31,bike,4.4,True,part_time
562,5,2024-04-11,bike,3.6,True,part_time
563,3,2024-11-22,scooter,4.2,True,part_time
564,7,2024-04-17,bike,4.4,True,full_time
565,1,2024-01-15,scooter,4.4,True,part_time
566,2,2024-10-22,bike,3.9,True,full_time
567,10,2024-04-27,bike,4.5,True,part_time
568,2,2024-08-02,bicycle,4.3,True,part_time
569,7,2024-08-25,bike,4.5,True,part_time
570,5,2024-10-20,bike,4.7,True,full_time
571,9,2024-01-19,scooter,4.7,True,full_time
572,9,2024-07-04,scooter,4.4,True,part_time
573,8,2024-07-02,bicycle,4.0,True,part_time
574,9,2024-01-10,bike,4.3,True,full_time
575,5,2024-02-13,scooter,4.0,True,full_time
576,8,2024-08-22,bike,4.3,True,part_time
577,6,2024-05-25,scooter,4.4,True,full_time
578,6,2024-04-19,bike,4.4,True,peak_hours_only
579,8,2024-10-10,bike,3.6,True,full_time
580,10,2024-04-17,bike,4.4,True,full_time
581,5,2024-05-28,bike,4.3,True,part_time
582,7,2024-03-18,scooter,4.8,True,part_time
583,6,2024-05-22,bike,4.6,True,peak_hours_only
584,4,2024-03-02,bike,4.2,True,peak_hours_only
585,2,2024-05-20,bike,3.9,True,full_time
586,6,2024-09-08,bike,4.0,True,part_time
587,10,2024-05-09,bike,4.1,True,peak_hours_only
588,8,2024-01-22,bike,4.4,True,peak_hours_only
589,2,2024-12-11,bike,4.0,True,part_time
590,8,2024-10-17,bike,4.1,True,full_time
591,2,2024-10-02,bike,4.1,False,part_time
592,2,2024-12-15,bike,3.9,True,part_time
593,7,2024-08-18,bicycle,4.1,True,full_time
594,6,2024-06-08,bike,4.2,True,full_time
595,7,2024-11-24,bike,4.4,True,full_time
596,1,2024-03-20,bike,4.3,True,peak_hours_only
597,8,2024-09-19,bike,4.9,True,part_time
598,3,2024-05-04,scooter,4.7,True,part_time
599,9,2024-10-12,bike,4.7,True,full_time
600,1,2024-05-12,bicycle,3.9,True,peak_hours_only
601,4,2024-05-04,bike,4.8,True,part_time
602,10,2024-02-07,bike,4.5,True,full_time
603,4,2024-02-15,scooter,4.2,True,part_time
604,8,2024-10-25,bike,4.9,True,peak_hours_only
605,5,2024-05-07,bicycle,3.8,True,full_time
606,7,2024-04-01,scooter,3.7,True,full_time
607,5,2024-10-28,bicycle,4.3,True,full_time
608,10,2024-12-30,bike,4.0,True,full_time
609,1,2024-12-26,scooter,4.0,True,part_time
610,5,2024-11-25,bike,4.2,True,full_time
611,1,2024-07-11,bike,4.9,True,full_time
612,10,2024-04-30,scooter,4.5,True,part_time
613,8,2024-03-24,scooter,4.2,True,peak_hours_only
614,3,2024-05-09,scooter,4.4,True,full_time
615,1,2024-10-27,bike,4.7,True,full_time
616,9,2024-08-25,bike,4.5,True,part_time
617,9,2024-03-30,bike,5.0,True,full_time
618,7,2024-12-12,bike,4.2,True,full_time
619,4,2024-03-09,bike,4.3,True,full_time
620,10,2024-08-01,bike,4.1,True,part_time
621,5,2024-01-12,scooter,4.4,True,full_time
622,8,2024-10-22,bike,4.2,True,peak_hours_only
623,2,2024-01-06,bike,4.7,True,part_time
624,3,2024-01-02,bike,4.5,True,peak_hours_only
625,4,2024-08-20,bike,4.4,True,part_time
626,7,2024-12-12,bike,4.3,True,full_time
627,6,2024-08-03,bike,4.8,True,part_time
628,8,2024-09-22,scooter,4.1,True,full_time
629,9,2024-08-07,bike,4.6,True,peak_hours_only
630,3,2024-05-15,bike,4.0,True,peak_hours_only
631,10,2024-07-08,bike,3.9,True,peak_hours_only
632,1,2024-04-05,bike,4.7,True,part_time
633,7,2024-07-30,scooter,4.6,True,full_time
634,10,2024-02-27,bike,5.0,True,full_time
635,7,2024-04-05,scooter,4.3,True,part_time
636,10,2024-09-22,bike,4.1,True,full_time
637,3,2024-11-16,scooter,4.4,True,peak_hours_only
638,9,2024-04-01,bike,4.6,True,peak_hours_only
639,2,2024-12-30,bike,3.9,True,peak_hours_only
640,10,2024-10-13,scooter,4.6,True,full_time
641,5,2024-09-13,bike,4.4,True,peak_hours_only
642,2,2024-07-28,bike,4.1,True,peak_hours_only
643,1,2024-10-05,scooter,4.3,True,full_time
644,1,2024-11-09,bike,4.5,True,full_time
645,10,2024-11-21,scooter,3.7,True,full_time
646,6,2024-09-22,bike,4.0,True,full_time
647,6,2024-07-22,bike,4.6,True,peak_hours_only
648,3,2024-04-04,bike,4.1,False,full_time
649,3,2024-01-26,bike,4.0,True,peak_hours_only
650,2,2024-05-09,scooter,4.5,True,part_time
651,9,2024-11-01,bike,4.6,True,part_time
652,7,2024-08-03,scooter,3.8,True,full_time
653,3,2024-10-25,bike,4.3,True,full_time
654,5,2024-04-28,bike,3.9,True,peak_hours_only
655,8,2024-08-04,bike,4.2,False,full_time
656,5,2024-05-01,bike,3.9,True,full_time
657,10,2024-12-06,bike,4.5,True,peak_hours_only
658,7,2024-11-23,bike,4.4,True,full_time
659,6,2024-09-01,scooter,4.4,True,peak_hours_only
660,7,2024-10-04,scooter,4.3,True,peak_hours_only
661,5,2024-05-29,scooter,4.4,True,peak_hours_only
662,7,2024-07-29,scooter,4.3,True,full_time
663,4,2024-03-20,bike,4.5,True,full_time
664,6,2024-03-22,scooter,4.2,True,full_time
665,3,2024-01-30,bike,4.4,True,peak_hours_only
666,9,2024-12-30,bike,4.5,True,peak_hours_only
667,4,2024-04-23,scooter,4.1,True,peak_hours_only
668,6,2024-10-16,bike,3.9,True,peak_hours_only
669,5,2024-01-13,bike,4.3,True,full_time
670,3,2024-04-27,bike,4.4,True,peak_hours_only
671,4,2024-12-21,bike,4.1,True,part_time
672,7,2024-03-26,scooter,4.3,True,full_time
673,2,2024-09-24,bike,4.6,True,part_time
674,9,2024-12-19,bike,3.8,True,full_time
675,6,2024-10-16,bike,4.3,True,peak_hours_only
676,6,2024-12-25,bike,4.2,False,part_time
677,2,2024-02-22,scooter,4.1,True,full_time
678,7,2024-04-01,scooter,4.2,True,full_time
679,2,2024-06-10,bike,5.0,True,full_time
680,6,2024-04-29,scooter,4.5,True,peak_hours_only
681,10,2024-10-11,bicycle,4.3,True,part_time
682,8,2024-10-13,scooter,4.4,True,full_time
683,10,2024-01-06,scooter,4.2,True,peak_hours_only
684,6,2024-09-30,bike,4.2,True,part_time
685,2,2024-05-03,bike,4.7,True,full_time
686,7,2024-03-02,bike,3.9,True,part_time
687,8,2024-07-31,bike,4.4,True,part_time
688,8,2024-06-09,scooter,4.4,False,full_time
689,7,2024-01-23,bike,4.3,True,peak_hours_only
690,5,2024-12-09,bike,4.3,True,peak_hours_only
691,7,2024-11-30,bike,4.1,True,part_time
692,4,2024-04-14,scooter,4.1,True,full_time
693,9,2024-02-10,scooter,4.2,True,part_time
694,2,2024-06-08,scooter,4.2,True,part_time
695,8,2024-03-09,bike,4.2,True,peak_hours_only
696,10,2024-08-16,scooter,5.0,True,full_time
697,4,2024-08-10,bike,4.8,True,full_time
698,2,2024-06-12,scooter,4.5,True,part_time
699,5,2024-02-06,bike,4.7,True,part_time
700,10,2024-10-26,bike,4.6,True,full_time
701,9,2024-11-10,bike,4.1,True,peak_hours_only
702,5,2024-12-25,scooter,4.3,True,part_time
703,7,2024-10-19,bike,4.0,True,part_time
704,10,2024-02-10,bike,4.5,True,part_time
705,7,2024-09-19,bike,4.3,True,peak_hours_only
706,8,2024-12-06,scooter,4.2,True,part_time
707,10,2024-12-01,bike,4.3,True,part_time
708,5,2024-10-04,scooter,4.6,True,peak_hours_only
709,7,2024-03-29,scooter,4.7,True,peak_hours_only
710,7,2024-12-14,bike,5.0,True,part_time
711,9,2024-11-06,bike,4.6,True,full_time
712,7,2024-06-11,bike,4.6,True,full_time
713,8,2024-03-18,bike,4.5,True,part_time
714,6,2024-03-03,scooter,4.3,True,part_time
715,1,2024-08-25,bike,3.9,True,full_time
716,7,2024-07-08,bike,4.2,True,peak_hours_only
717,2,2024-04-16,bike,4.7,True,peak_hours_only
718,8,2024-03-23,bike,4.4,True,full_time
719,2,2024-09-26,bike,4.5,True,peak_hours_only
720,6,2024-06-16,bike,4.3,True,part_time
721,1,2024-12-17,bike,4.5,True,peak_hours_only
722,8,2024-09-26,bike,4.4,True,part_time
723,1,2024-05-11,bike,4.8,True,full_time
724,8,2024-12-03,scooter,4.0,True,part_time
725,6,2024-11-19,scooter,4.4,True,part_time
726,3,2024-02-02,scooter,3.3,True,full_time
727,1,2024-06-15,scooter,3.8,True,full_time
728,7,2024-06-10,bike,4.0,False,peak_hours_only
729,10,2024-09-24,bike,3.9,True,full_time
730,10,2024-07-18,bike,4.5,True,full_time
731,1,2024-09-10,bike,4.6,True,part_time
732,5,2024-01-27,bike,3.9,True,peak_hours_only
733,4,2024-08-20,bike,4.8,True,full_time
734,4,2024-03-12,bike,4.2,True,part_time
735,1,2024-04-12,scooter,3.8,True,full_time
736,6,2024-05-10,scooter,3.9,True,full_time
737,4,2024-08-13,bicycle,4.4,True,peak_hours_only
738,1,2024-03-31,bike,4.4,True,full_time
739,9,2024-03-23,bike,4.8,True,full_time
740,8,2024-04-08,scooter,4.4,True,part_time
741,5,2024-04-28,bike,4.3,True,part_time
742,8,2024-11-06,bike,3.9,True,full_time
743,9,2024-12-23,scooter,4.4,True,full_time
744,8,2024-11-12,bike,4.4,False,full_time
745,6,2024-05-27,scooter,4.6,True,full_time
746,7,2024-10-01,bicycle,4.5,True,part_time
747,7,2024-02-13,bicycle,4.6,True,full_time
748,8,2024-10-10,scooter,4.6,True,part_time
749,7,2024-09-09,bike,4.1,True,part_time
750,6,2024-09-26,scooter,4.8,True,part_time
751,4,2024-01-19,scooter,4.7,True,part_time
752,4,2024-10-15,scooter,4.5,True,full_time
753,10,2024-04-16,scooter,4.1,False,part_time
754,2,2024-05-14,bike,4.2,True,part_time
755,1,2024-05-22,bike,4.4,True,peak_hours_only
756,9,2024-09-16,bike,4.4,True,full_time
757,7,2024-02-11,bike,4.4,True,peak_hours_only
758,7,2024-05-06,scooter,4.1,True,full_time
759,7,2024-02-09,bike,5.0,True,full_time
760,3,2024-08-30,bike,3.7,True,full_time
761,2,2024-05-21,bike,4.1,True,peak_hours_only
762,5,2024-03-27,bike,4.5,True,peak_hours_only
763,8,2024-12-04,bike,4.6,True,full_time
764,1,2024-11-06,bike,4.5,True,part_time
765,7,2024-04-03,bike,4.4,True,full_time
766,8,2024-08-29,bike,4.4,True,peak_hours_only
767,6,2024-04-21,bike,4.1,False,part_time
768,6,2024-03-11,bike,4.3,True,part_time
769,2,2024-09-13,scooter,4.6,True,part_time
770,5,2024-05-04,bicycle,3.6,True,peak_hours_only
771,6,2024-07-06,scooter,5.0,True,peak_hours_only
772,9,2024-10-29,bicycle,4.6,True,part_time
773,7,2024-01-30,scooter,4.1,True,part_time
774,6,2024-02-01,bike,4.5,True,part_time
775,3,2024-04-08,bike,4.7,True,part_time
776,4,2024-08-20,bike,4.3,True,full_time
777,10,2024-10-16,scooter,4.3,False,part_time
778,6,2024-10-17,bike,4.4,True,part_time
779,9,2024-02-15,scooter,4.3,True,part_time
780,9,2024-12-17,bike,4.6,True,part_time
781,8,2024-07-30,bicycle,4.7,True,peak_hours_only
782,5,2024-12-27,scooter,4.3,True,part_time
783,1,2024-12-11,bike,4.8,True,part_time
784,9,2024-01-15,bike,4.9,True,full_time
785,8,2024-04-03,bike,3.7,True,full_time
786,5,2024-07-01,bike,4.4,True,peak_hours_only
787,4,2024-11-26,bike,4.4,True,part_time
788,10,2024-07-19,bicycle,4.3,True,peak_hours_only
789,3,2024-07-08,bike,4.3,True,part_time
790,7,2024-12-04,bike,4.1,True,peak_hours_only
791,6,2024-11-04,bike,4.3,False,part_time
792,3,2024-11-15,bike,4.5,True,full_time
793,5,2024-11-10,bike,4.2,True,peak_hours_only
794,6,2024-02-19,bike,4.7,True,peak_hours_only
795,3,2024-03-26,bike,4.7,True,peak_hours_only
796,9,2024-03-24,scooter,4.2,True,part_time
797,5,2024-05-31,bike,3.9,True,part_time
798,10,2024-07-23,bike,4.1,False,peak_hours_only
799,6,2024-09-07,bike,4.4,True,part_time
800,8,2024-08-14,bike,4.2,True,full_time
