restaurant_id,restaurant_name,city_id,category_id,onboarded_date,avg_rating,avg_prep_time_minutes,acceptance_rate,price_tier,is_active
386,Restaurant_386,3,9,2024-09-19,3.7,23,0.923,mid,True
387,Restaurant_387,5,2,2024-12-01,3.8,35,0.849,mid,True
388,Restaurant_388,3,12,2024-11-28,3.7,12,0.954,mid,True
389,Restaurant_389,1,8,2024-11-19,4.3,22,0.902,premium,True
390,Restaurant_390,5,2,2024-07-25,3.8,22,0.889,budget,True
391,Restaurant_391,2,12,2024-08-19,4.1,24,0.99,budget,True
392,Restaurant_392,2,6,2024-01-14,3.9,18,0.756,budget,True
393,Restaurant_393,3,1,2024-06-01,4.2,18,0.944,mid,True
394,Restaurant_394,9,10,2024-04-19,4.1,36,0.877,premium,True
395,Restaurant_395,2,8,2024-09-10,3.9,13,0.974,budget,True
396,Restaurant_396,2,4,2024-02-04,4.4,18,0.906,mid,True
397,Restaurant_397,7,3,2024-08-05,3.7,19,0.82,mid,True
398,Restaurant_398,3,4,2024-01-26,4.3,26,0.772,premium,True
399,Restaurant_399,1,12,2024-05-07,4.1,16,0.884,mid,True
400,Restaurant_400,4,7,2024-11-14,3.6,27,0.926,budget,True
