partner_id,city_id,joined_date,vehicle_type,avg_rating,is_active,shift_type
547,7,2024-12-15,bike,4.5,True,part_time
548,7,2024-07-09,bike,4.5,True,full_time
549,6,2024-03-09,bike,4.4,True,full_time
550,8,2024-11-06,bike,4.6,True,part_time
551,8,2024-06-14,scooter,3.9,True,part_time
552,7,2024-02-02,bike,5.0,True,peak_hours_only
553,9,2024-03-13,scooter,4.4,True,part_time
554,6,2024-01-10,scooter,4.0,True,peak_hours_only
555,7,2024-10-16,bicycle,4.6,False,part_time
556,9,2024-12-14,bike,4.3,False,peak_hours_only
557,8,2024-03-01,scooter,4.2,True,part_time
558,8,2024-01-26,bike,4.3,True,part_time
559,1,2024-04-15,scooter,4.0,True,part_time
560,6,2024-04-26,scooter,4.5,True,full_time
561,5,2024-10-31,bike,4.4,True,part_time
562,10,2024-04-11,bike,3.6,True,part_time
563,7,2024-11-22,scooter,4.2,True,part_time
564,3,2024-04-17,bike,4.4,True,full_time
565,3,2024-01-15,scooter,4.4,True,part_time
566,2,2024-10-22,bike,3.9,True,full_time
567,10,2024-04-27,bike,4.5,True,part_time
568,2,2024-08-02,bicycle,4.3,True,part_time
569,10,2024-08-25,bike,4.5,True,part_time
570,5,2024-10-20,bike,4.7,True,full_time
571,5,2024-01-19,scooter,4.7,True,full_time
572,5,2024-07-04,scooter,4.4,True,part_time
573,8,2024-07-02,bicycle,4.0,True,part_time
574,2,2024-01-10,bike,4.3,True,full_time
575,1,2024-02-13,scooter,4.0,True,full_time
576,7,2024-08-22,bike,4.3,True,part_time
577,8,2024-05-25,scooter,4.4,True,full_time
578,1,2024-04-19,bike,4.4,True,peak_hours_only
579,8,2024-10-10,bike,3.6,True,full_time
580,6,2024-04-17,bike,4.4,True,full_time
581,9,2024-05-28,bike,4.3,True,part_time
582,1,2024-03-18,scooter,4.8,True,part_time
583,9,2024-05-22,bike,4.6,True,peak_hours_only
584,5,2024-03-02,bike,4.2,True,peak_hours_only
585,1,2024-05-20,bike,3.9,True,full_time
586,8,2024-09-08,bike,4.0,True,part_time
587,10,2024-05-09,bike,4.1,True,peak_hours_only
588,2,2024-01-22,bike,4.4,True,peak_hours_only
589,1,2024-12-11,bike,4.0,True,part_time
590,8,2024-10-17,bike,4.1,True,full_time
591,6,2024-10-02,bike,4.1,False,part_time
592,4,2024-12-15,bike,3.9,True,part_time
593,4,2024-08-18,bicycle,4.1,True,full_time
594,2,2024-06-08,bike,4.2,True,full_time
595,10,2024-11-24,bike,4.4,True,full_time
596,7,2024-03-20,bike,4.3,True,peak_hours_only
597,3,2024-09-19,bike,4.9,True,part_time
598,8,2024-05-04,scooter,4.7,True,part_time
599,9,2024-10-12,bike,4.7,True,full_time
600,4,2024-05-12,bicycle,3.9,True,peak_hours_only
601,3,2024-05-04,bike,4.8,True,part_time
602,3,2024-02-07,bike,4.5,True,full_time
603,4,2024-02-15,scooter,4.2,True,part_time
604,7,2024-10-25,bike,4.9,True,peak_hours_only
605,9,2024-05-07,bicycle,3.8,True,full_time
606,6,2024-04-01,scooter,3.7,True,full_time
607,9,2024-10-28,bicycle,4.3,True,full_time
608,10,2024-12-30,bike,4.0,True,full_time
609,5,2024-12-26,scooter,4.0,True,part_time
610,3,2024-11-25,bike,4.2,True,full_time
611,4,2024-07-11,bike,4.9,True,full_time
612,6,2024-04-30,scooter,4.5,True,part_time
613,5,2024-03-24,scooter,4.2,True,peak_hours_only
614,8,2024-05-09,scooter,4.4,True,full_time
615,1,2024-10-27,bike,4.7,True,full_time
616,4,2024-08-25,bike,4.5,True,part_time
617,10,2024-03-30,bike,5.0,True,full_time
618,1,2024-12-12,bike,4.2,True,full_time
619,7,2024-03-09,bike,4.3,True,full_time
620,3,2024-08-01,bike,4.1,True,part_time
621,6,2024-01-12,scooter,4.4,True,full_time
622,4,2024-10-22,bike,4.2,True,peak_hours_only
623,10,2024-01-06,bike,4.7,True,part_time
624,1,2024-01-02,bike,4.5,True,peak_hours_only
625,10,2024-08-20,bike,4.4,True,part_time
626,3,2024-12-12,bike,4.3,True,full_time
627,9,2024-08-03,bike,4.8,True,part_time
628,3,2024-09-22,scooter,4.1,True,full_time
629,6,2024-08-07,bike,4.6,True,peak_hours_only
630,9,2024-05-15,bike,4.0,True,peak_hours_only
631,9,2024-07-08,bike,3.9,True,peak_hours_only
632,6,2024-04-05,bike,4.7,True,part_time
633,6,2024-07-30,scooter,4.6,True,full_time
634,3,2024-02-27,bike,5.0,True,full_time
635,2,2024-04-05,scooter,4.3,True,part_time
636,7,2024-09-22,bike,4.1,True,full_time
637,4,2024-11-16,scooter,4.4,True,peak_hours_only
638,3,2024-04-01,bike,4.6,True,peak_hours_only
639,2,2024-12-30,bike,3.9,True,peak_hours_only
640,9,2024-10-13,scooter,4.6,True,full_time
641,3,2024-09-13,bike,4.4,True,peak_hours_only
642,6,2024-07-28,bike,4.1,True,peak_hours_only
643,10,2024-10-05,scooter,4.3,True,full_time
644,8,2024-11-09,bike,4.5,True,full_time
645,8,2024-11-21,scooter,3.7,True,full_time
646,8,2024-09-22,bike,4.0,True,full_time
647,6,2024-07-22,bike,4.6,True,peak_hours_only
648,3,2024-04-04,bike,4.1,False,full_time
649,6,2024-01-26,bike,4.0,True,peak_hours_only
650,1,2024-05-09,scooter,4.5,True,part_time
651,3,2024-11-01,bike,4.6,True,part_time
652,10,2024-08-03,scooter,3.8,True,full_time
653,10,2024-10-25,bike,4.3,True,full_time
654,5,2024-04-28,bike,3.9,True,peak_hours_only
655,1,2024-08-04,bike,4.2,False,full_time
656,3,2024-05-01,bike,3.9,True,full_time
657,1,2024-12-06,bike,4.5,True,peak_hours_only
658,3,2024-11-23,bike,4.4,True,full_time
659,1,2024-09-01,scooter,4.4,True,peak_hours_only
660,1,2024-10-04,scooter,4.3,True,peak_hours_only
661,2,2024-05-29,scooter,4.4,True,peak_hours_only
662,10,2024-07-29,scooter,4.3,True,full_time
663,3,2024-03-20,bike,4.5,True,full_time
664,7,2024-03-22,scooter,4.2,True,full_time
665,1,2024-01-30,bike,4.4,True,peak_hours_only
666,3,2024-12-30,bike,4.5,True,peak_hours_only
667,10,2024-04-23,scooter,4.1,True,peak_hours_only
668,5,2024-10-16,bike,3.9,True,peak_hours_only
669,4,2024-01-13,bike,4.3,True,full_time
670,1,2024-04-27,bike,4.4,True,peak_hours_only
671,5,2024-12-21,bike,4.1,True,part_time
672,1,2024-03-26,scooter,4.3,True,full_time
673,2,2024-09-24,bike,4.6,True,part_time
674,10,2024-12-19,bike,3.8,True,full_time
675,9,2024-10-16,bike,4.3,True,peak_hours_only
676,6,2024-12-25,bike,4.2,False,part_time
677,10,2024-02-22,scooter,4.1,True,full_time
678,1,2024-04-01,scooter,4.2,True,full_time
679,10,2024-06-10,bike,5.0,True,full_time
680,1,2024-04-29,scooter,4.5,True,peak_hours_only
681,9,2024-10-11,bicycle,4.3,True,part_time
682,5,2024-10-13,scooter,4.4,True,full_time
683,6,2024-01-06,scooter,4.2,True,peak_hours_only
684,1,2024-09-30,bike,4.2,True,part_time
685,8,2024-05-03,bike,4.7,True,full_time
686,9,2024-03-02,bike,3.9,True,part_time
687,1,2024-07-31,bike,4.4,True,part_time
688,8,2024-06-09,scooter,4.4,False,full_time
689,8,2024-01-23,bike,4.3,True,peak_hours_only
690,10,2024-12-09,bike,4.3,True,peak_hours_only
691,2,2024-11-30,bike,4.1,True,part_time
692,2,2024-04-14,scooter,4.1,True,full_time
693,10,2024-02-10,scooter,4.2,True,part_time
694,1,2024-06-08,scooter,4.2,True,part_time
695,5,2024-03-09,bike,4.2,True,peak_hours_only
696,7,2024-08-16,scooter,5.0,True,full_time
697,7,2024-08-10,bike,4.8,True,full_time
698,5,2024-06-12,scooter,4.5,True,part_time
699,5,2024-02-06,bike,4.7,True,part_time
700,10,2024-10-26,bike,4.6,True,full_time
701,9,2024-11-10,bike,4.1,True,peak_hours_only
702,10,2024-12-25,scooter,4.3,True,part_time
703,7,2024-10-19,bike,4.0,True,part_time
704,8,2024-02-10,bike,4.5,True,part_time
705,8,2024-09-19,bike,4.3,True,peak_hours_only
706,2,2024-12-06,scooter,4.2,True,part_time
707,9,2024-12-01,bike,4.3,True,part_time
708,5,2024-10-04,scooter,4.6,True,peak_hours_only
709,8,2024-03-29,scooter,4.7,True,peak_hours_only
710,1,2024-12-14,bike,5.0,True,part_time
711,1,2024-11-06,bike,4.6,True,full_time
712,2,2024-06-11,bike,4.6,True,full_time
713,7,2024-03-18,bike,4.5,True,part_time
714,10,2024-03-03,scooter,4.3,True,part_time
715,1,2024-08-25,bike,3.9,True,full_time
716,10,2024-07-08,bike,4.2,True,peak_hours_only
717,9,2024-04-16,bike,4.7,True,peak_hours_only
718,8,2024-03-23,bike,4.4,True,full_time
719,2,2024-09-26,bike,4.5,True,peak_hours_only
720,3,2024-06-16,bike,4.3,True,part_time
721,6,2024-12-17,bike,4.5,True,peak_hours_only
722,3,2024-09-26,bike,4.4,True,part_time
723,5,2024-05-11,bike,4.8,True,full_time
724,2,2024-12-03,scooter,4.0,True,part_time
725,2,2024-11-19,scooter,4.4,True,part_time
726,3,2024-02-02,scooter,3.3,True,full_time
727,9,2024-06-15,scooter,3.8,True,full_time
728,2,2024-06-10,bike,4.0,False,peak_hours_only
729,1,2024-09-24,bike,3.9,True,full_time
730,1,2024-07-18,bike,4.5,True,full_time
731,5,2024-09-10,bike,4.6,True,part_time
732,8,2024-01-27,bike,3.9,True,peak_hours_only
733,6,2024-08-20,bike,4.8,True,full_time
734,8,2024-03-12,bike,4.2,True,part_time
735,6,2024-04-12,scooter,3.8,True,full_time
736,2,2024-05-10,scooter,3.9,True,full_time
737,2,2024-08-13,bicycle,4.4,True,peak_hours_only
738,7,2024-03-31,bike,4.4,True,full_time
739,9,2024-03-23,bike,4.8,True,full_time
740,7,2024-04-08,scooter,4.4,True,part_time
741,8,2024-04-28,bike,4.3,True,part_time
742,2,2024-11-06,bike,3.9,True,full_time
743,6,2024-12-23,scooter,4.4,True,full_time
744,6,2024-11-12,bike,4.4,False,full_time
745,4,2024-05-27,scooter,4.6,True,full_time
746,3,2024-10-01,bicycle,4.5,True,part_time
747,9,2024-02-13,bicycle,4.6,True,full_time
748,5,2024-10-10,scooter,4.6,True,part_time
749,3,2024-09-09,bike,4.1,True,part_time
750,9,2024-09-26,scooter,4.8,True,part_time
751,9,2024-01-19,scooter,4.7,True,part_time
752,1,2024-10-15,scooter,4.5,True,full_time
753,5,2024-04-16,scooter,4.1,False,part_time
754,9,2024-05-14,bike,4.2,True,part_time
755,7,2024-05-22,bike,4.4,True,peak_hours_only
756,7,2024-09-16,bike,4.4,True,full_time
757,5,2024-02-11,bike,4.4,True,peak_hours_only
758,8,2024-05-06,scooter,4.1,True,full_time
759,8,2024-02-09,bike,5.0,True,full_time
760,3,2024-08-30,bike,3.7,True,full_time
761,1,2024-05-21,bike,4.1,True,peak_hours_only
762,6,2024-03-27,bike,4.5,True,peak_hours_only
763,10,2024-12-04,bike,4.6,True,full_time
764,5,2024-11-06,bike,4.5,True,part_time
765,4,2024-04-03,bike,4.4,True,full_time
766,5,2024-08-29,bike,4.4,True,peak_hours_only
767,10,2024-04-21,bike,4.1,False,part_time
768,10,2024-03-11,bike,4.3,True,part_time
769,5,2024-09-13,scooter,4.6,True,part_time
770,6,2024-05-04,bicycle,3.6,True,peak_hours_only
771,2,2024-07-06,scooter,5.0,True,peak_hours_only
772,7,2024-10-29,bicycle,4.6,True,part_time
773,8,2024-01-30,scooter,4.1,True,part_time
774,2,2024-02-01,bike,4.5,True,part_time
775,8,2024-04-08,bike,4.7,True,part_time
776,4,2024-08-20,bike,4.3,True,full_time
777,5,2024-10-16,scooter,4.3,False,part_time
778,5,2024-10-17,bike,4.4,True,part_time
779,2,2024-02-15,scooter,4.3,True,part_time
780,1,2024-12-17,bike,4.6,True,part_time
781,5,2024-07-30,bicycle,4.7,True,peak_hours_only
782,4,2024-12-27,scooter,4.3,True,part_time
783,4,2024-12-11,bike,4.8,True,part_time
784,10,2024-01-15,bike,4.9,True,full_time
785,2,2024-04-03,bike,3.7,True,full_time
786,10,2024-07-01,bike,4.4,True,peak_hours_only
787,1,2024-11-26,bike,4.4,True,part_time
788,10,2024-07-19,bicycle,4.3,True,peak_hours_only
789,10,2024-07-08,bike,4.3,True,part_time
790,10,2024-12-04,bike,4.1,True,peak_hours_only
791,3,2024-11-04,bike,4.3,False,part_time
792,9,2024-11-15,bike,4.5,True,full_time
793,2,2024-11-10,bike,4.2,True,peak_hours_only
794,8,2024-02-19,bike,4.7,True,peak_hours_only
795,7,2024-03-26,bike,4.7,True,peak_hours_only
796,3,2024-03-24,scooter,4.2,True,part_time
797,7,2024-05-31,bike,3.9,True,part_time
798,7,2024-07-23,bike,4.1,False,peak_hours_only
799,3,2024-09-07,bike,4.4,True,part_time
800,2,2024-08-14,bike,4.2,True,full_time
